BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,331.846,8.296000000000001,10.4,2.8,3818.440929003196,5005.4746784625795,544.4,13.4,6045.6,2087.6,2264.4,60.0,0.0,40.0,2.8,2.9494,1.768,848.6,10.6,307.6
Gen_Data_100_0.7_2,397.31399999999996,9.931999999999999,10.2,1.6,2630.327073126391,5081.980242432945,581.0,3.4,6169.6,1972.4,2170.8,60.0,0.0,40.0,1.6,7.171199999999999,1.984,1032.6,10.8,381.8
Gen_Data_100_0.7_3,373.298,9.330000000000002,11.8,3.4,4421.225479161284,5265.433616365407,475.0,13.2,6237.8,2095.0,2322.6,60.0,0.0,40.0,3.4,6.3468,2.276,850.0,11.6,469.2
Gen_Data_100_0.7_4,401.904,10.048,13.0,5.2,6210.618342050453,4908.450559220257,375.2,15.8,5766.6,1937.2,2226.0,60.0,0.0,40.0,5.2,8.105999999999998,2.8880000000000003,893.0,12.8,355.6
Gen_Data_100_0.7_5,361.48600000000005,9.038,10.8,2.4,3412.822556120348,5202.440157875881,421.2,7.4,6126.0,2136.2,2322.0,60.0,0.0,40.0,2.4,6.428400000000001,1.858,1111.2,6.2,252.4
Gen_Data_100_0.7_6,374.55199999999996,9.362,15.2,1.0,2064.255974278237,5187.609938200238,433.8,11.2,6128.8,2220.0,2605.0,60.0,0.0,40.0,1.0,10.8368,3.85,827.2,6.2,228.2
Gen_Data_100_0.7_7,414.10800000000006,10.352,9.2,6.8,7824.6994109114985,4924.065224642371,531.6,7.4,5937.8,2015.2,2357.6,60.0,0.0,40.0,6.8,9.833200000000001,3.4240000000000004,808.4,10.0,320.8
Gen_Data_100_0.7_8,383.072,9.575999999999999,12.4,1.6,2619.3701984971535,4730.854804608008,706.4,24.4,5939.4,1888.0,2065.0,60.0,0.0,40.0,1.6,5.2864,1.77,744.2,13.4,459.4
Gen_Data_100_0.7_9,405.506,10.136,11.8,4.4,5411.299074767774,5214.451259643602,506.4,2.8,6217.8,2182.4,2454.6,60.0,0.0,40.0,4.4,8.1968,2.722,959.4,12.4,340.0
Gen_Data_100_0.7_10,316.47200000000004,7.909999999999999,12.0,1.0,2012.7999264970683,5098.299638450596,401.4,6.6,6006.6,1879.0,1985.0,60.0,0.0,40.0,1.0,3.4132000000000007,1.06,799.0,8.4,294.6
