BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,321.56399999999996,8.040000000000001,7.6,3.6,4611.389536730591,4890.260986413191,666.0,9.0,6051.8,2075.8,2270.4,60.0,0.0,40.0,3.6,3.6260000000000003,1.9460000000000002,592.2,11.6,338.8
Gen_Data_100_0.7_2,332.196,8.303999999999998,8.0,0.0,1072.9642452435764,4781.946337778982,837.2,0.0,6135.6,2014.0,2330.6,60.0,0.0,40.0,0.0,8.168000000000001,3.166,661.4,13.0,316.0
Gen_Data_100_0.7_3,337.78799999999995,8.443999999999999,11.6,2.8,3812.19869484089,5110.399293326599,605.4,1.4,6214.2,2090.0,2258.0,60.0,0.0,40.0,2.8,5.4558,1.6799999999999997,524.0,12.6,365.0
Gen_Data_100_0.7_4,361.768,9.044,9.2,5.0,6021.287293555741,4871.143958149004,497.2,6.2,5852.6,1943.4,2236.6,60.0,0.0,40.0,5.0,8.727,2.932,646.6,12.0,255.8
Gen_Data_100_0.7_5,334.492,8.360000000000001,13.8,2.2,3233.8707577714445,5101.283268844355,439.2,2.8,6046.0,2151.2,2423.2,60.0,0.0,40.0,2.2,7.379599999999999,2.7199999999999998,686.6,5.4,190.4
Gen_Data_100_0.7_6,316.26200000000006,7.9079999999999995,13.4,2.4,3464.2768050994828,5038.89235709626,617.8,4.6,6153.4,2190.0,2620.8,60.0,0.0,40.0,2.4,12.6662,4.308,611.6,7.0,220.4
Gen_Data_100_0.7_7,352.016,8.8,10.0,6.0,7033.089569001264,4668.728914006993,701.6,17.6,5853.6,2032.0,2394.6,60.0,0.0,40.0,6.0,9.784,3.6260000000000003,531.4,11.2,288.0
Gen_Data_100_0.7_8,378.252,9.458,10.4,3.6,4576.998475335274,4582.495581436839,855.8,8.0,5936.0,1866.4,1929.2,60.0,0.0,40.0,3.6,1.7298000000000002,0.6279999999999999,506.6,15.6,475.6
Gen_Data_100_0.7_9,355.796,8.894000000000002,12.8,5.0,6002.40148023797,4958.681023267696,741.8,4.4,6192.8,2177.2,2427.0,60.0,0.0,40.0,5.0,7.8484,2.498,477.0,14.8,427.2
Gen_Data_100_0.7_10,288.75,7.215999999999999,12.4,1.0,2008.5499016245517,5042.847637261089,484.4,0.0,6037.6,1879.0,1963.6,60.0,0.0,40.0,1.0,3.2694,0.8459999999999999,526.2,10.2,305.6
