BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,330.0075,8.25,9.5,3.0,4006.0907217732406,4855.925003737973,512.75,4.75,5862.0,2093.75,2226.75,60.0,0.0,40.0,3.0,3.1955,1.33,484.25,3.0,80.25
Gen_Data_100_0.7_2,347.8,8.695,13.0,0.0,1037.5862758876733,4803.843815634988,310.0,3.0,5621.0,2014.0,2167.0,60.0,0.0,40.0,0.0,4.806,1.53,559.0,2.0,98.0
Gen_Data_100_0.7_3,351.75250000000005,8.7925,9.25,3.75,4743.337180816382,5014.702868201872,490.0,3.75,5993.0,2072.25,2206.5,60.0,0.0,40.0,3.75,4.4845,1.3425,367.0,0.25,5.25
Gen_Data_100_0.7_4,388.10249999999996,9.7,10.75,4.75,5769.758928647851,4900.476265598736,258.25,16.0,5639.5,1944.25,2226.75,60.0,0.0,40.0,4.75,7.533,2.825,427.75,3.25,106.0
Gen_Data_100_0.7_5,356.3375,8.91,12.75,2.75,3767.063554367701,5007.615887333668,484.25,1.75,5984.5,2128.75,2324.25,60.0,0.0,40.0,2.75,6.14475,1.955,518.0,1.5,72.75
Gen_Data_100_0.7_6,358.1675,8.9525,12.5,2.25,3297.971101019422,4934.429571330917,302.25,8.75,5730.75,2199.75,2574.25,60.0,0.0,40.0,2.25,11.65875,3.7449999999999997,451.25,0.0,0.0
Gen_Data_100_0.7_7,407.0675,10.175,11.75,7.5,8487.568052722187,4746.786116743328,425.75,12.75,5639.0,1977.75,2273.25,60.0,0.0,40.0,7.5,8.754750000000001,2.955,601.75,0.75,23.75
Gen_Data_100_0.7_8,407.8825,10.1975,12.5,4.0,4977.152809200603,4733.20082615659,473.0,6.75,5695.0,1870.75,1968.75,60.0,0.0,40.0,4.0,2.48525,0.98,413.5,5.25,160.0
Gen_Data_100_0.7_9,374.91999999999996,9.3725,10.25,5.5,6498.126448956115,4998.909123036858,201.75,5.0,5686.25,2159.5,2433.5,60.0,0.0,40.0,5.5,6.7895,2.74,267.75,0.5,11.0
Gen_Data_100_0.7_10,308.55,7.7125,7.0,0.0,1048.4202402547098,4926.842202228567,415.0,0.0,5847.0,1887.0,2098.0,60.0,0.0,40.0,0.0,5.112,2.11,363.0,5.0,193.0
