ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,2999.9999999999854,0.0
Gen_Data_300_2,3009.577276551069,0.0
Gen_Data_300_3,3013.9589557619706,0.0
Gen_Data_300_4,3009.1058034229463,0.0
Gen_Data_300_5,3002.04710242735,0.0
Gen_Data_300_6,3989.9999999989523,1.0
Gen_Data_300_7,3030.2635233101855,0.0
Gen_Data_300_8,3028.783540252865,0.0
Gen_Data_300_9,3004.4341686278904,0.0
Gen_Data_300_10,3024.3645998389134,0.0
