ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.5_1_Run1,2383.61,19.85,17,31,33838.93415199945,12027.095741704412,742,12,14146,4982,5581,180,0,120,31,7.665,1.9966666666666666,1328,39,1171
Gen_Data_300_0.5_2_Run1,2373.98,19.78,13,43,45856.30000087659,11842.462776465893,1088,95,14236,5862,7127,180,0,120,43,14.375,4.216666666666667,1897,27,461
Gen_Data_300_0.5_3_Run1,2390.73,19.92,15,40,42808.266966430805,12205.534271619772,666,18,14185,5568,6464,180,0,120,40,12.159,2.986666666666667,1742,34,708
Gen_Data_300_0.5_4_Run1,2361.93,19.68,21,15,18108.728278640538,11865.525029705292,938,22,14261,5875,6864,180,0,120,15,12.309,3.296666666666667,1679,40,1026
Gen_Data_300_0.5_5_Run1,2402.62,20.02,13,36,38787.43139490671,12247.573014700722,737,56,14318,5381,6105,180,0,120,36,6.263,2.4133333333333336,2177,47,1433
Gen_Data_300_0.5_6_Run1,2399.34,19.99,11,38,40791.05555865787,12432.282505805206,691,11,14457,5225,5859,180,0,120,38,10.279,2.1133333333333333,2102,38,1216
Gen_Data_300_0.5_7_Run1,2397.39,19.97,5,57,59521.656294465225,12321.662104837325,714,12,14271,5187,5659,180,0,120,57,6.494,1.5733333333333333,1799,45,1152
Gen_Data_300_0.5_8_Run1,2407.1,20.05,13,38,40854.441934465576,12186.01673948132,764,43,14297,6344,7281,180,0,120,38,13.57,3.1233333333333335,1681,26,591
Gen_Data_300_0.5_9_Run1,2400.98,20.0,11,37,39775.57945304317,12159.68391340772,809,11,14316,5714,6380,180,0,120,37,10.567,2.22,1779,37,1060
Gen_Data_300_0.5_10_Run1,2388.31,19.9,14,41,43745.20903922326,12339.18409209798,768,17,14420,5355,6020,180,0,120,41,9.516,2.216666666666667,1731,34,669
