ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.5_1_Run1,2381.27,19.84,15,28,30886.635489821238,11609.004043823952,1173,20,14164,5113,5873,180,0,120,28,7.899,2.533333333333333,1362,39,1068
Gen_Data_300_0.5_2_Run1,2377.26,19.81,10,27,30066.13537482517,11899.683935632911,851,58,14125,6152,7685,180,0,120,27,17.972,5.11,1563,32,608
Gen_Data_300_0.5_3_Run1,2393.11,19.94,11,34,36904.202008038475,11768.17796270062,1068,18,14183,5772,6818,180,0,120,34,12.002,3.486666666666667,1466,38,843
Gen_Data_300_0.5_4_Run1,2380.12,19.83,11,25,28038.522214212535,11460.234578286681,1264,52,14120,5613,6817,180,0,120,25,13.467,4.013333333333334,1596,44,1081
Gen_Data_300_0.5_5_Run1,2407.34,20.06,5,42,44696.059723488375,12439.46859594465,549,17,14292,5283,5805,180,0,120,42,6.559,1.74,1645,41,884
Gen_Data_300_0.5_6_Run1,2396.58,19.97,17,29,31868.080617906875,11600.057549258694,1341,40,14302,5439,6087,180,0,120,29,8.466,2.16,1510,44,1256
Gen_Data_300_0.5_7_Run1,2409.9,20.08,9,44,46775.2575310305,11967.27893477841,977,33,14246,5638,6491,180,0,120,44,9.581,2.8433333333333333,1518,38,856
Gen_Data_300_0.5_8_Run1,2406.08,20.05,8,43,45769.49409626622,12192.489544824219,858,0,14360,6275,7153,180,0,120,43,11.827,2.9266666666666667,1779,25,543
Gen_Data_300_0.5_9_Run1,2394.52,19.95,9,34,36868.75660149053,11923.551267267876,1070,55,14354,5847,6765,180,0,120,34,12.231,3.06,1617,32,952
Gen_Data_300_0.5_10_Run1,2389.93,19.91,5,29,31937.72268187711,11878.676376835998,1084,39,14337,5619,6583,180,0,120,29,11.622,3.2133333333333334,1710,35,749
