ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,24556.888394738846,21.4
Gen_Data_300_2,25753.967217098456,22.6
Gen_Data_300_3,31079.545550930525,27.8
Gen_Data_300_4,32495.43919913235,29.4
Gen_Data_300_5,25403.869947568597,22.2
Gen_Data_300_6,25732.927341778697,22.4
Gen_Data_300_7,27477.761579677415,24.2
Gen_Data_300_8,25874.6911913182,22.6
Gen_Data_300_9,32782.132867826345,29.6
Gen_Data_300_10,34577.77795992644,31.4
