ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.5_1_Run5,1200.97,0.0,0,2,5223.296269602528,12054.653882316283,90,0,13642,5738,6814,180,2,120,0,13.168,3.5866666666666664,100,0,0
Gen_Data_300_0.5_2_Run5,1201.2,0.0,0,3,6359.500320210618,12220.257815884876,69,7,13783,6856,8707,180,3,120,0,19.812,6.17,202,0,0
Gen_Data_300_0.5_3_Run5,1201.06,0.0,0,5,8364.396844278112,12173.921816299897,97,0,13764,6645,8395,180,5,120,0,19.857,5.833333333333333,183,0,0
Gen_Data_300_0.5_4_Run5,1201.26,0.0,0,5,8368.558165325216,12105.380137571168,153,0,13750,6156,7734,180,5,120,0,16.46,5.26,216,0,0
Gen_Data_300_0.5_5_Run5,1200.92,0.0,0,2,5280.088643081503,12171.214033747721,155,1,13818,6421,7773,180,2,120,0,14.913,4.506666666666667,168,0,0
Gen_Data_300_0.5_6_Run5,1201.63,0.0,0,3,6312.685677268164,11983.66920181628,164,6,13643,6150,7507,180,3,120,0,14.848,4.523333333333333,194,0,0
Gen_Data_300_0.5_7_Run5,1200.93,0.0,0,12,15319.996621691327,12396.86452352604,80,0,13930,6477,8503,180,12,120,0,21.915,6.753333333333333,200,0,0
Gen_Data_300_0.5_8_Run5,1201.15,0.0,0,2,5615.318300565724,12183.134318421033,115,23,13801,7407,10185,180,2,120,0,28.141,9.26,234,0,0
Gen_Data_300_0.5_9_Run5,1200.79,0.0,0,1,4354.719486558373,11941.161033105225,118,1,13572,6656,8284,180,1,120,0,18.293,5.426666666666667,163,0,0
Gen_Data_300_0.5_10_Run5,1201.08,0.0,0,6,9197.123670436376,11965.51715444724,224,29,13687,6332,7518,180,6,120,0,15.171,3.953333333333333,235,0,0
