ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run2,1200.94,0.0,0,2,5270.41164265973,14885.350854843971,414,66,16823,6422,7589,0,2,300,0,11.13,3.89
Gen_Data_300_0.7_2_Run2,1200.84,0.0,0,3,6274.49307249597,14893.84280530038,757,145,17153,6530,7958,0,3,300,0,11.253,4.76
Gen_Data_300_0.7_3_Run2,1200.95,0.0,0,1,4254.622811446974,15073.557977176099,754,27,17335,6579,7663,0,1,300,0,10.885,3.6133333333333333
Gen_Data_300_0.7_4_Run2,1200.84,0.0,0,2,5224.917656444592,14727.907152594682,831,44,17082,6322,7297,0,2,300,0,10.437,3.25
Gen_Data_300_0.7_5_Run2,1200.87,0.0,0,4,7250.979160093779,14782.676520926823,579,69,16862,6563,7970,0,4,300,0,13.175,4.69
Gen_Data_300_0.7_6_Run2,1200.72,0.0,0,3,6113.46322419645,15533.406938527192,602,9,17634,6715,7388,0,3,300,0,7.353,2.243333333333333
Gen_Data_300_0.7_7_Run2,1201.7,0.0,0,1,4300.525027108521,14790.261077098965,885,75,17190,6758,8212,0,1,300,0,12.368,4.846666666666667
Gen_Data_300_0.7_8_Run2,1200.87,0.0,0,2,5307.217875335504,14713.709365449891,485,130,16722,6731,8265,0,2,300,0,14.88,5.113333333333333
Gen_Data_300_0.7_9_Run2,1201.31,0.0,0,0,3230.5138183170093,13946.251091568265,896,81,16362,5831,6747,0,0,300,0,10.144,3.0533333333333332
Gen_Data_300_0.7_10_Run2,1200.8,0.0,0,0,3275.788759103876,15214.224434738644,605,73,17342,6981,8265,0,0,300,0,13.094,4.28
