ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run2,1785.71,5.95,11,57,59517.831715794564,14449.788583744756,3264,0,18995,5214,5526,0,0,300,57,3.793,1.04
Gen_Data_300_0.7_2_Run2,1859.36,6.2,11,63,65512.22968720105,14144.933489214125,3434,0,18823,5038,5539,0,0,300,63,5.106,1.67
Gen_Data_300_0.7_3_Run2,1596.23,5.32,4,49,51595.84055210981,15215.526991465129,2667,0,19197,5539,5826,0,0,300,49,3.65,0.9566666666666667
Gen_Data_300_0.7_4_Run2,1773.59,5.91,9,58,60555.22477165067,14846.723275578328,2924,0,19060,5265,5671,0,0,300,58,3.967,1.3533333333333333
Gen_Data_300_0.7_5_Run2,1856.53,6.19,6,63,65482.56366620224,14025.727724295628,3857,0,19135,5059,5445,0,0,300,63,4.213,1.2866666666666666
Gen_Data_300_0.7_6_Run2,1669.87,5.57,16,51,53598.15821758852,14370.323716392248,3210,0,18895,5532,5813,0,0,300,51,3.705,0.9366666666666666
Gen_Data_300_0.7_7_Run2,1828.85,6.1,12,60,62591.231194126514,14679.298686790386,2922,0,18874,5364,5855,0,0,300,60,5.301,1.6366666666666667
Gen_Data_300_0.7_8_Run2,1771.64,5.91,9,58,60508.102449228114,14576.074138126483,3085,0,18935,5375,5629,0,0,300,58,3.578,0.8466666666666667
Gen_Data_300_0.7_9_Run2,1576.95,5.26,7,46,48624.84558977577,13875.155161541023,3808,0,19024,4929,5209,0,0,300,46,3.907,0.9333333333333333
Gen_Data_300_0.7_10_Run2,1667.67,5.56,9,52,54609.73421643717,14804.141504752908,3078,0,19199,5674,6143,0,0,300,52,4.59,1.5633333333333332
