ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run1,813.68,8.14,3,38,38686.49809516961,4536.263673930617,1412,0,6279,1478,1667,0,0,100,38,7.018,1.89
Gen_Data_100_0.7_2_Run1,727.42,7.27,1,33,33687.2,4666.586438509843,1361,0,6394,1371,1414,0,0,100,33,1.053,0.43
Gen_Data_100_0.7_3_Run1,786.45,7.86,0,36,36671.333333333336,4504.211387426651,1533,0,6377,1477,1524,0,0,100,36,0.752,0.47
Gen_Data_100_0.7_4_Run1,740.27,7.4,0,34,34692.225640230754,4282.144033654496,1736,12,6375,1463,1584,0,0,100,34,5.138,1.21
Gen_Data_100_0.7_5_Run1,741.96,7.42,0,34,34698.15838509317,4549.746185634287,1501,0,6407,1259,1349,0,0,100,34,2.857,0.9
Gen_Data_100_0.7_6_Run1,760.65,7.61,0,35,35678.44634194946,4833.523358494912,1357,0,6541,1536,1681,0,0,100,35,5.263,1.45
Gen_Data_100_0.7_7_Run1,629.13,6.29,1,28,28769.92344720497,4691.039317570622,1077,0,6153,1265,1372,0,0,100,28,4.269,1.07
Gen_Data_100_0.7_8_Run1,664.22,6.64,1,30,30714.161014510624,4609.559481136012,1373,0,6353,1541,1619,0,0,100,30,3.559,0.78
Gen_Data_100_0.7_9_Run1,816.68,8.17,1,38,38637.142857142855,4670.888022977894,1299,0,6307,1302,1326,0,0,100,38,1.053,0.24
Gen_Data_100_0.7_10_Run1,705.95,7.06,0,32,32694.283913565425,4446.4054203595815,1392,0,6204,1303,1361,0,0,100,32,2.105,0.58
