Iteration,TotalCost,nRequestBank,p,delta,IsAccepted,IsImproved,IsNewBest,DM,RM,DW1,DW2,DW3,RW1,RW2nD1,nD2,nD3,nR1,nR2
0,7165.092718375903,6,1.0,0.4108106455273448,true,true,true,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,0,0,0,0
1,7937.300156739815,7,0.9996833324432373,0.10777354442092224,true,false,false,worstRemoval,greedyInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,0,1,0
2,8935.905551345211,8,0.9995583315690358,0.24714444077294434,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,1,1,1
3,6955.99220779221,6,0.9993333319822947,0.02918322467027187,true,true,true,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,2,1,2
4,3981.275955265609,3,0.9990666647752126,0.4276480139230573,true,true,true,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,3,1,3
5,4012.5836475732976,3,0.9989333331584931,0.007863733300446405,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,4,1,4
6,5012.187756507836,4,0.9987666666507721,0.25894005158792116,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,5,1,5
7,5010.790353910435,4,0.9986083328723907,0.25858905793334863,true,true,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,6,1,6
8,5010.790353910437,4,0.9986083328723907,0.25858905793334913,true,false,false,shawRemoval,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000040,1,7,1,7
9,4015.647496767585,3,0.99849999944369,0.008633297939701079,true,true,false,randomDestroy,regretInsertion,0.3333333333333333,0.3333333333333333,3.6,0.5,3.75000000000000041,1,7,1,8
10,10962.839794125395,10,0.9982249995072683,1.75359957895559,false,false,false,shawRemoval,greedyInsertion,1.6,1.6,4.8775,1.1,5.1750000000000010,0,0,0,0
11,2984.9137931034493,2,0.9979583323001862,0.2502620198543077,true,true,true,worstRemoval,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000010,1,0,0,1
12,3974.9137931034493,3,0.9979583323001862,0.331667870036101,true,false,false,randomDestroy,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000011,1,0,0,2
13,3019.324471393036,2,0.9977749983469645,0.01152819835838869,true,true,false,worstRemoval,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000011,2,0,0,3
14,3019.324471393029,2,0.9975833316644033,0.011528198358386251,true,false,false,randomDestroy,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000012,2,0,0,4
15,3019.3244713930308,2,0.9975416660308838,0.011528198358386862,true,false,false,randomDestroy,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000013,2,0,0,5
16,4002.0646766169157,3,0.9975416660308838,0.3407639061012623,true,false,false,randomDestroy,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000014,2,0,0,6
17,3022.6948018528046,2,0.9973833322525024,0.012657319898700994,true,true,false,worstRemoval,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000014,3,0,0,7
18,5018.315692549668,4,0.9971166650454203,0.6812263403198882,true,false,false,shawRemoval,regretInsertion,1.6,1.6,4.8775,1.1,5.1750000000000014,3,1,0,8
19,7025.769387130952,6,0.9969249983628591,1.3537595636308741,false,false,false,shawRemoval,greedyInsertion,1.6,1.6,4.8775,1.1,5.1750000000000014,3,2,1,8
20,8021.183264189478,7,0.9967166662216187,1.6872411802049938,false,false,false,shawRemoval,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777790,0,0,0,0
21,4024.9018994462203,3,0.9966666658719381,0.34841478797331815,true,true,false,shawRemoval,greedyInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777790,0,1,1,0
22,3047.351825075528,2,0.9965583324432373,0.020917867750934606,true,true,false,randomDestroy,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,0,1,1,1
23,4039.5897926617035,3,0.9962916652361552,0.35333549732493125,true,false,false,worstRemoval,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,1,1,1,2
24,5014.295675014644,4,0.9961666663487753,0.6798795618821618,true,false,false,shawRemoval,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,1,2,1,3
25,3027.095675014647,2,0.996108333269755,0.014131691846061898,true,true,false,shawRemoval,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,1,3,1,4
26,3979.1922077922154,3,0.9960333327452342,0.3331012161845396,true,false,false,worstRemoval,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,2,3,1,5
27,6953.433518205935,6,0.9959916651248932,1.3295257418393882,false,false,false,shawRemoval,greedyInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,2,4,2,5
28,5993.339313174395,5,0.9957249999046326,1.0078768529335151,false,false,false,shawRemoval,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777791,2,5,2,6
29,3010.413901521373,2,0.9957249999046326,0.008542996610770175,true,true,false,randomDestroy,regretInsertion,2.74,3.406666666666667,4.823083333333334,0.9900000000000001,6.0352777777777792,2,5,2,7
30,4973.701631701639,4,0.9954249997933705,0.6662798246278409,true,false,false,shawRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000010,0,0,0,0
31,5010.888152077816,4,0.9952749987443288,0.6787379801906901,true,false,false,shawRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000010,0,1,0,1
32,3991.2649698022924,3,0.9951166649659474,0.33714580937780725,true,true,false,worstRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000010,1,1,0,2
33,3994.5731949105175,3,0.9948833326498667,0.3382541245043173,true,false,false,shawRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000010,1,2,0,3
34,5963.762472299796,5,0.9947499990463257,0.9979680773625303,false,false,false,worstRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000010,2,2,0,4
35,5972.2063707436855,5,0.994441666205724,1.0007969357581727,false,false,false,randomDestroy,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000011,2,2,0,5
36,3022.3827187200404,2,0.994441666205724,0.012552766415955442,true,true,false,shawRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000011,2,3,0,6
37,8963.45169606514,8,0.9941833317279816,2.0029181133387897,false,false,false,randomDestroy,greedyInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000012,2,3,1,6
38,3022.382718720041,2,0.9939999997615814,0.012552766415955595,true,false,false,shawRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000012,2,4,1,7
39,3017.5827187200393,2,0.9939333319664001,0.0109446797733558,true,true,false,shawRemoval,regretInsertion,3.766,4.3660000000000005,5.207441666666668,1.5410000000000001,6.5692500000000012,2,5,1,8
40,5007.391652128972,4,0.9937833329041799,0.67756658959411,true,false,false,worstRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111120,0,0,0,0
41,6998.772604509924,6,0.9936083316802978,1.3447151541462843,false,false,false,shawRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111120,0,1,0,1
42,4989.662999576444,4,0.9935166656970977,0.6716271709772342,true,true,false,randomDestroy,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111121,0,1,0,2
43,3030.266883116893,2,0.9933416664600372,0.015194103802337832,true,true,false,worstRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111121,1,1,0,3
44,5984.620129870138,5,0.9932083328564961,1.0049557691406088,false,false,false,worstRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111121,2,1,0,4
45,3993.5297883171133,3,0.9929499983787536,0.3379045644614729,true,false,false,worstRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111121,3,1,0,5
46,3018.529788317115,2,0.992849999666214,0.011261965183495282,true,true,false,randomDestroy,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111122,3,1,0,6
47,5007.467073970817,4,0.992683333158493,0.6775918572725331,true,false,false,shawRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111122,3,2,0,7
48,4980.709963695048,4,0.992508331934611,0.6686277423498206,true,true,false,worstRemoval,greedyInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111122,4,2,1,7
49,4978.918918918929,4,0.9924499988555908,0.6680277100204927,true,true,false,worstRemoval,regretInsertion,3.3894,4.796066666666667,5.986697500000001,1.3869000000000002,6.9234361111111122,5,2,1,8
50,5972.3772048846695,5,0.9923249999682109,1.000854168279051,false,false,false,shawRemoval,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666680,0,0,0,0
51,4002.061909741795,3,0.9922333319981893,0.3407629791481532,true,true,false,shawRemoval,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666680,0,1,0,1
52,4994.554205573124,4,0.9921083331108094,0.6732658132750388,true,false,false,worstRemoval,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666680,1,1,0,2
53,7984.96695939866,7,0.9917666653792063,1.6751080643761567,false,false,false,shawRemoval,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666680,1,2,0,3
54,6972.672077922074,6,0.9914083321889241,1.3359710066107158,false,false,false,randomDestroy,greedyInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666681,1,2,1,3
55,7977.734568786296,7,0.9912333329518636,1.6726850829724478,false,false,false,worstRemoval,greedyInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666681,2,2,2,3
56,4965.661348430266,4,0.9912333329518636,0.663586184600464,true,true,false,worstRemoval,greedyInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666681,3,2,3,3
57,6974.333901918973,6,0.9909749984741211,1.3365277476465,false,false,false,randomDestroy,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666682,3,2,3,4
58,4970.881506038993,4,0.9907083332538604,0.6653350316260593,true,false,false,worstRemoval,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666682,4,2,3,5
59,4998.910975908635,4,0.9905749996503194,0.6747254099794988,true,false,false,randomDestroy,regretInsertion,4.35046,5.356460000000001,5.8213610833333345,2.54821,7.0977591666666683,4,2,3,6
60,3015.8075276327727,2,0.9902999997138977,0.010349958715961052,true,true,false,randomDestroy,regretInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,0,0,0,0
61,7969.477716603883,7,0.9901666661103566,1.6699188884506861,false,false,false,shawRemoval,greedyInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,0,1,1,0
62,3015.8075276327727,2,0.9900333325068156,0.010349958715961052,true,false,false,shawRemoval,regretInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,0,2,1,1
63,4994.790470063472,4,0.9900333325068156,0.6733449661440073,true,false,false,shawRemoval,regretInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,0,3,1,2
64,6977.953378710845,6,0.9897416651248931,1.337740337705293,false,false,false,worstRemoval,greedyInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,1,3,2,2
65,5983.2066291917,5,0.9893499990304311,1.0044822208988793,false,false,false,worstRemoval,regretInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,2,3,2,3
66,8980.861398364637,8,0.9891916652520497,2.0087506778636754,false,false,false,shawRemoval,greedyInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571430,2,4,3,3
67,6988.313218390801,6,0.9889083325862884,1.3412110709987946,false,false,false,randomDestroy,regretInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571431,2,4,3,4
68,6975.807527632769,6,0.9887333333492279,1.3370214388603636,false,false,false,shawRemoval,greedyInsertion,4.5654140000000005,5.795814000000002,5.889224975000001,2.726722333333334,7.316554678571431,2,5,4,4
