ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_500_1,5991.2,29.96,32.0,38.0,42885.51966341522,22172.514731770618,1898.0,36.0,26408.0,10111.0,11297.0,300.0,0.0,200.0,38.0,11.985
Gen_Data_500_2,6010.62,30.05,48.0,33.0,38151.81234061121,22546.077192509718,1511.0,39.0,26418.0,10299.0,12373.0,300.0,0.0,200.0,33.0,13.791
Gen_Data_500_3,6011.63,30.06,37.0,33.0,38147.78753630942,22038.135573558608,1968.0,4.0,26373.0,10275.0,12250.0,300.0,0.0,200.0,33.0,13.809
Gen_Data_500_4,6010.08,30.05,50.0,31.0,35974.24147973793,21779.8547190711,2455.0,48.0,26605.0,9148.0,10246.0,300.0,0.0,200.0,31.0,8.812
Gen_Data_500_5,6011.88,30.06,47.0,38.0,42981.67697579752,22116.004400056423,1894.0,12.0,26361.0,10114.0,11743.0,300.0,0.0,200.0,38.0,12.628
Gen_Data_500_6,6010.83,30.05,39.0,52.0,56818.615789003365,22013.780296149343,2120.0,62.0,26430.0,9693.0,11229.0,300.0,0.0,200.0,52.0,11.125
Gen_Data_500_7,5988.59,29.94,42.0,37.0,42068.46081339339,22216.7578159673,2196.0,62.0,26747.0,10190.0,12107.0,300.0,0.0,200.0,37.0,15.319
Gen_Data_500_8,5988.4,29.94,27.0,49.0,53888.3340498548,21932.1870185702,2357.0,50.0,26586.0,9785.0,11362.0,300.0,0.0,200.0,49.0,14.403
Gen_Data_500_9,6011.44,30.06,35.0,48.0,52920.887614207495,22199.717660945113,2082.0,32.0,26567.0,9492.0,11218.0,300.0,0.0,200.0,48.0,12.645
Gen_Data_500_10,5920.16,29.6,48.0,52.0,56890.41299621559,21465.92659784863,3035.0,37.0,26770.0,8646.0,10422.0,300.0,0.0,200.0,52.0,10.581
