ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_300_1,11275.189999999999,58.388,38.2,16.8,20114.22705196282,12705.377608657955,1280.0,215.8,15418.2,9771.0,7831.2,300.0,0.0,180.0,16.8,18.974200000000003
Gen_Data_300_2,11172.522,57.69200000000001,38.8,19.8,23192.365350562926,12602.756524604076,1449.4,214.6,15470.8,9741.2,8233.6,300.0,0.0,180.0,19.8,23.0948
Gen_Data_300_3,11039.887999999999,57.222,40.0,20.8,24200.365847400473,12775.875978798538,1214.4,171.0,15408.6,10099.4,8582.2,300.0,0.0,180.0,20.8,23.589599999999997
Gen_Data_300_4,11233.282000000001,58.25599999999999,34.8,16.6,19942.62851411211,12595.538859326716,1288.6,208.0,15320.0,9534.4,7455.8,300.0,0.0,180.0,16.6,17.694
Gen_Data_300_5,11282.304,58.124,40.6,20.4,23898.01642457068,12707.926678341988,1355.0,269.0,15467.8,10287.2,9410.4,300.0,0.0,180.0,20.4,26.775600000000004
Gen_Data_300_6,11027.557999999999,57.266000000000005,31.6,23.6,26910.804066561628,12699.651096670079,1333.4,181.4,15435.2,9753.0,7957.8,300.0,0.0,180.0,23.6,21.353199999999998
Gen_Data_300_7,11373.072,59.032000000000004,43.0,14.0,17474.654732695904,12619.850669132906,1183.0,209.6,15247.4,10284.2,8846.8,300.0,0.0,180.0,14.0,24.4378
Gen_Data_300_8,11184.194,57.827999999999996,44.6,14.2,17581.53781859873,12547.826704883277,1430.6,216.6,15423.6,10069.0,7924.0,300.0,0.0,180.0,14.2,19.3792
Gen_Data_300_9,11220.126,57.94,33.6,21.6,24951.48769230203,12511.447449779847,1433.6,179.6,15350.0,9728.2,8184.4,300.0,1.0,180.0,20.6,22.263799999999996
Gen_Data_300_10,11244.601999999999,58.105999999999995,43.0,14.8,18191.515444298857,12643.21703759424,1355.8,212.8,15446.6,10135.6,8473.4,300.0,0.0,180.0,14.8,21.1684
