ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_20_0.7_1_Run3,6.43,0.8,0,0,200.0,1443.8437419982502,627,0,2175,538,538,12,0,8,0,0.0,0.0,218,3,108
Gen_Data_20_0.7_2_Run3,43.82,5.48,0,2,2180.0,1101.849731341704,965,0,2162,358,358,12,0,8,2,0.0,0.0,185,4,84
Gen_Data_20_0.7_3_Run3,5.21,0.65,0,2,2180.0,1333.560418728712,480,0,1907,290,290,12,2,8,0,0.0,0.0,197,2,110
Gen_Data_20_0.7_4_Run3,43.12,5.39,0,2,2187.0175438596493,1265.3792448611953,940,8,2301,415,455,12,0,8,2,2.857,2.0,117,1,18
Gen_Data_20_0.7_5_Run3,24.56,3.07,0,1,1190.0,1372.9273416910526,529,0,2005,428,428,12,0,8,1,0.0,0.0,107,3,135
Gen_Data_20_0.7_6_Run3,4.16,0.52,0,1,1190.0,1471.3339810212015,626,0,2197,405,405,12,1,8,0,0.0,0.0,163,3,62
Gen_Data_20_0.7_7_Run3,44.63,5.58,0,2,2180.0,1094.439066888239,796,0,1989,208,208,12,0,8,2,0.0,0.0,271,1,54
Gen_Data_20_0.7_8_Run3,8.0,1.0,0,0,200.0,1443.5125304476937,503,0,2051,369,369,12,0,8,0,0.0,0.0,244,6,232
Gen_Data_20_0.7_9_Run3,24.42,3.05,0,1,1203.125,1310.3456245235159,477,0,1888,354,417,12,0,8,1,3.571,3.15,174,3,109
Gen_Data_20_0.7_10_Run3,4.98,0.62,0,0,211.7669172932331,1349.7322683680206,443,0,1900,362,381,12,0,8,0,2.857,0.95,137,1,5
