ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_20_0.7_1_Run4,4.93,0.62,0,0,200.0,1478.2677523207108,593,0,2175,538,538,12,0,8,0,0.0,0.0
Gen_Data_20_0.7_2_Run4,45.42,5.68,0,2,2180.0,1086.5599236928815,1052,0,2234,358,358,12,0,8,2,0.0,0.0
Gen_Data_20_0.7_3_Run4,5.25,0.66,0,2,2180.0,1339.206029817389,475,0,1907,290,290,12,2,8,0,0.0,0.0
Gen_Data_20_0.7_4_Run4,43.35,5.42,0,2,2187.0175438596493,1262.8720117657688,941,8,2301,415,455,12,0,8,2,2.857,2.0
Gen_Data_20_0.7_5_Run4,25.0,3.13,0,1,1190.0,1413.0026300466784,548,0,2060,428,428,12,0,8,1,0.0,0.0
Gen_Data_20_0.7_6_Run4,4.52,0.57,0,1,1190.0,1469.2898350182393,628,0,2197,405,405,12,1,8,0,0.0,0.0
Gen_Data_20_0.7_7_Run4,44.4,5.55,0,2,2180.0,1096.212117109062,794,0,1989,208,208,12,0,8,2,0.0,0.0
Gen_Data_20_0.7_8_Run4,5.62,0.7,0,0,200.0,1412.614869558761,533,0,2051,369,369,12,0,8,0,0.0,0.0
Gen_Data_20_0.7_9_Run4,25.99,3.25,0,1,1203.125,1277.5785542172312,494,0,1871,354,417,12,0,8,1,3.571,3.15
Gen_Data_20_0.7_10_Run4,6.93,0.87,0,0,211.7669172932331,1342.2023315537167,450,0,1900,362,381,12,0,8,0,2.857,0.95
