ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,11777.105028444405,10.8
Gen_Data_100_2,14250.796255499668,13.2
Gen_Data_100_3,8230.353984330835,7.2
Gen_Data_100_4,11029.236337062506,10.0
Gen_Data_100_5,12954.836089276894,12.0
Gen_Data_100_6,5878.54285803182,4.8
Gen_Data_100_7,10553.319151455526,9.6
Gen_Data_100_8,13711.598455758969,12.8
Gen_Data_100_9,8218.439728969137,7.2
Gen_Data_100_10,4030.528863606316,3.0
