ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,7434.719448668071,2
Gen_Data_500_2,13563.451488065384,8
Gen_Data_500_3,16605.52990893231,11
Gen_Data_500_4,7635.988444765104,2
Gen_Data_500_5,8373.273689931724,3
Gen_Data_500_6,18308.273961625404,13
Gen_Data_500_7,12589.056842491535,7
Gen_Data_500_8,8594.846562966371,3
Gen_Data_500_9,13316.543683611088,8
Gen_Data_500_10,9616.502508278552,4
