ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run4,3582.83,7.17,20,59,63536.17715872917,23191.44511690834,4840,0,30322,9122,9543,0,0,500,59,2.795,0.842
Gen_Data_500_0.7_2_Run4,3421.23,6.84,12,63,67526.51835806362,24080.005241352206,4482,0,30825,9867,10349,0,0,500,63,4.728,0.964
Gen_Data_500_0.7_3_Run4,3319.83,6.64,27,46,50763.396960314574,23590.73417422512,5103,0,31064,9281,9933,0,0,500,46,4.114,1.304
Gen_Data_500_0.7_4_Run4,3298.4,6.6,14,49,53613.89243647059,23647.191572565716,4879,0,30886,9360,9688,0,0,500,49,2.932,0.656
Gen_Data_500_0.7_5_Run4,3523.8,7.05,18,46,50644.449392157854,22887.773810288243,5580,0,30827,9356,9699,0,0,500,46,2.471,0.686
Gen_Data_500_0.7_6_Run4,3366.91,6.73,25,46,50749.60014229983,22925.31433657516,5279,0,30578,9547,10204,0,0,500,46,5.104,1.314
Gen_Data_500_0.7_7_Run4,3559.4,7.12,26,63,67561.84241326983,23670.102626016174,5095,1,31060,9193,9819,0,0,500,63,4.554,1.252
Gen_Data_500_0.7_8_Run4,3541.89,7.08,12,63,67532.07240645398,23366.47114984768,4901,0,30541,9556,10106,0,0,500,63,4.084,1.1
Gen_Data_500_0.7_9_Run4,3515.96,7.03,16,64,68595.74216795743,23293.55416073862,5074,0,30631,9255,10049,0,0,500,64,4.53,1.588
Gen_Data_500_0.7_10_Run4,3633.34,7.27,25,58,62508.61061390416,23398.1122662866,5104,1,30807,9482,9797,0,0,500,58,2.242,0.63
