ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_100_1,1364.5939999999998,33.608,10.2,7.4,8417.405499125513,5669.874574240203,348.6,5.8,6496.6,2153.8,2523.8,60.0,1.0,40.0,6.4,9.1236
Gen_Data_100_2,1252.284,30.810000000000002,14.8,3.0,4033.1087398219242,5548.725566948429,563.4,13.2,6607.0,2212.4,2488.8,60.0,0.0,40.0,3.0,7.7654
Gen_Data_100_3,1359.172,33.438,12.4,1.0,2032.7584526930282,5744.933637918115,368.8,10.6,6619.8,2254.0,2479.2,60.0,0.0,40.0,1.0,8.1128
Gen_Data_100_4,1477.0,36.314,10.0,1.6,2631.3703050480817,5765.466923192311,307.4,4.0,6571.6,2225.8,2459.8,60.0,0.0,40.0,1.6,7.8111999999999995
Gen_Data_100_5,1354.806,33.298,11.8,4.0,4990.650467172835,5692.845459499161,561.8,3.6,6745.2,2181.2,2324.0,60.0,0.0,40.0,4.0,5.1522
Gen_Data_100_6,1394.0739999999998,34.233999999999995,9.0,10.4,11373.169011598604,5635.347241715892,605.6,13.2,6703.2,1892.6,2278.2,60.0,0.0,40.0,10.4,9.6584
Gen_Data_100_7,1326.3100000000002,32.616,7.2,6.4,7371.473872311263,5855.710313368106,366.0,0.0,6699.2,2090.2,2278.0,60.0,0.0,40.0,6.4,5.626
Gen_Data_100_8,1340.066,32.894,7.8,4.8,5809.533906490341,5665.512599121097,360.6,2.6,6511.4,2068.4,2300.2,60.0,0.0,40.0,4.8,5.407
Gen_Data_100_9,1302.616,32.004,5.8,10.0,10931.335107719799,5639.198158110442,473.6,5.0,6567.2,1826.8,1968.8,60.0,2.0,40.0,8.0,4.739199999999999
Gen_Data_100_10,1510.4460000000001,37.220000000000006,13.0,1.4,2474.819479388299,5730.330811979436,507.8,24.0,6742.4,2286.0,2663.2,60.0,0.0,40.0,1.4,9.737800000000002
