BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.5_1,1202.6299999999999,0.0,0.0,3.8,9268.061792818851,19678.282967913015,132.6,33.0,22313.0,10544.2,12736.0,300.0,3.8,200.0,0.0,16.0518,4.3835999999999995,186.6,0.0,0.0
Gen_Data_500_0.5_2,1202.266,0.0,0.0,10.0,15609.18816745029,19656.584417536546,193.2,25.8,22325.4,10991.4,13978.8,300.0,10.0,200.0,0.0,19.5888,5.9748,312.8,0.0,0.0
Gen_Data_500_0.5_3,1202.268,0.0,0.0,13.0,18444.09253058548,19567.35234147936,174.8,24.2,22211.4,10636.2,13109.4,300.0,13.0,200.0,0.0,16.7548,4.9464,353.8,0.0,0.0
Gen_Data_500_0.5_4,1202.9560000000001,0.0,0.0,5.4,10898.368630903065,19591.455440033023,115.4,10.2,22217.0,10697.8,13148.0,300.0,5.4,200.0,0.0,16.5024,4.900399999999999,205.6,0.0,0.0
Gen_Data_500_0.5_5,1202.512,0.0,0.0,1.8,7238.626198696841,19700.408258250503,149.2,23.2,22361.4,10559.4,12444.0,300.0,1.8,200.0,0.0,13.8642,3.7692,227.4,0.0,0.0
Gen_Data_500_0.5_6,1202.0900000000001,0.0,0.0,15.4,20754.00149984996,19791.185885332987,116.2,22.0,22347.4,9988.8,12255.2,300.0,15.4,200.0,0.0,15.253,4.5328,213.4,0.0,0.0
Gen_Data_500_0.5_7,1202.1280000000002,0.0,0.0,4.2,9764.74377435971,19490.09198562603,193.4,25.0,22191.0,10580.6,13166.8,300.0,4.2,200.0,0.0,17.3518,5.1724000000000006,332.4,0.0,0.0
Gen_Data_500_0.5_8,1203.1019999999999,0.0,0.0,3.2,8806.99714138808,19463.664180394546,145.6,18.4,22122.6,10626.4,13303.0,300.0,3.2,200.0,0.0,18.319799999999997,5.353199999999999,300.4,0.0,0.0
Gen_Data_500_0.5_9,1202.0040000000001,0.0,0.0,6.4,11824.062645820764,19513.33208527817,136.8,5.4,22146.4,10312.8,12322.4,300.0,6.4,200.0,0.0,14.645599999999998,4.0192,259.0,0.0,0.0
Gen_Data_500_0.5_10,1202.396,0.0,0.0,2.8,8470.438402998921,19646.0798379065,140.6,15.4,22303.0,11177.2,14179.2,300.0,2.8,200.0,0.0,20.192600000000002,6.004,272.6,0.0,0.0
