BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.5_1,4015.3959999999997,20.074,9.6,60.4,65055.18003493555,19453.075145016006,1165.0,28.2,22862.2,8907.4,10109.0,300.0,0.0,200.0,60.4,9.4042,2.4031999999999996,1757.0,69.6,1533.4
Gen_Data_500_0.5_2,4018.316,20.088,5.0,75.8,80328.03711939746,19643.015352220413,1180.2,52.4,22995.0,9158.4,10342.0,300.0,0.0,200.0,75.8,9.690999999999999,2.3671999999999995,1492.2,58.6,1395.6
Gen_Data_500_0.5_3,4000.428,19.998,11.6,63.6,68307.35747576253,19533.572233048017,1198.6,68.4,22969.0,9395.8,10876.4,300.0,0.0,200.0,63.6,11.2666,2.9612000000000003,1885.2,58.8,1280.2
Gen_Data_500_0.5_4,4013.5420000000004,20.062,7.8,57.6,62321.81977204257,19366.616441417747,1405.6,43.6,23038.0,9103.4,10362.2,300.0,0.0,200.0,57.6,10.080400000000001,2.5176,1891.2,74.4,1777.8
Gen_Data_500_0.5_5,4018.864,20.092000000000002,9.6,60.8,65536.18769282746,19329.995413316457,1425.8,45.6,22999.4,9076.0,10413.8,300.0,0.0,200.0,60.8,9.7548,2.6756,1802.8,71.0,1609.4
Gen_Data_500_0.5_6,4012.53,20.058,10.2,68.6,73163.29443422762,19383.960085510305,1458.8,43.2,23050.2,8427.6,9433.4,300.0,1.0,200.0,67.6,7.9474,2.0116,1959.6,78.4,1723.8
Gen_Data_500_0.5_7,4002.8959999999997,20.012,14.8,46.6,51459.26449916339,19421.796274369284,1348.6,57.2,23084.8,9562.4,10860.0,300.0,0.0,200.0,46.6,10.635200000000001,2.5951999999999997,1999.8,87.2,1795.8
Gen_Data_500_0.5_8,4008.1160000000004,20.036,8.2,54.2,59013.977623898056,19400.15038688308,1468.6,30.4,23157.4,9354.6,10837.6,300.0,0.0,200.0,54.2,10.9196,2.966,1833.0,70.0,1522.0
Gen_Data_500_0.5_9,4002.2259999999997,20.01,8.4,53.0,57755.08460710688,19365.06319065364,1467.6,40.2,23119.2,8953.4,10167.6,300.0,0.0,200.0,53.0,9.283600000000002,2.4284000000000003,1684.2,78.2,1819.6
Gen_Data_500_0.5_10,4019.4880000000003,20.094,12.0,65.0,69756.65467956476,19682.027559207174,1212.8,78.6,23127.4,9646.0,11249.4,300.0,0.0,200.0,65.0,11.5594,3.2068,1685.6,59.4,1438.8
