BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean
Gen_Data_100_0.7_1,833.344,8.335999999999999,0.0,39.0,39624.420634920636,4003.787036746608,1776.0,0.0,6116.0,1468.0,1492.0,0.0,0.0,100.0,39.0,1.754,0.24
Gen_Data_100_0.7_2,657.972,6.578,1.0,29.0,29710.0,4364.843056288436,1673.2,0.0,6435.0,1613.0,1613.0,0.0,0.0,100.0,29.0,0.0,0.0
Gen_Data_100_0.7_3,707.55,7.075999999999999,2.0,31.6,32297.365800865802,4124.880456059116,1707.2,0.0,6206.0,1434.8,1478.8,0.0,0.0,100.0,31.6,1.9300000000000002,0.44000000000000006
Gen_Data_100_0.7_4,645.51,6.453999999999999,1.0,28.0,28726.262626262625,4229.256735252263,1852.0,0.0,6472.0,1683.0,1713.0,0.0,0.0,100.0,28.0,2.807,0.3
Gen_Data_100_0.7_5,602.99,6.03,2.0,26.0,26769.898550724633,4223.75299002709,1711.0,0.0,6338.0,1378.0,1440.0,0.0,0.0,100.0,26.0,1.535,0.62
Gen_Data_100_0.7_6,754.5480000000001,7.544,2.0,34.6,35288.30995702405,4509.025909509936,1649.4,0.0,6519.0,1521.2,1618.0,0.0,0.0,100.0,34.6,2.4562,0.968
Gen_Data_100_0.7_7,565.868,5.659999999999999,2.0,24.0,24798.514285714286,4063.928268556095,1764.0,0.0,6248.0,1436.0,1518.0,0.0,0.0,100.0,24.0,3.822,0.82
Gen_Data_100_0.7_8,672.08,6.720000000000001,1.2,29.6,30316.23732213377,4154.260485117975,1858.4,0.0,6392.6,1452.4,1492.6,0.0,0.0,100.0,29.6,2.263,0.40199999999999997
Gen_Data_100_0.7_9,560.838,5.608,0.0,24.0,24793.8,4620.300570321882,1378.0,0.0,6423.0,1549.0,1605.0,0.0,0.0,100.0,24.0,1.9300000000000002,0.56
Gen_Data_100_0.7_10,652.116,6.522,0.0,29.0,29722.006135787648,4440.953882728259,1642.0,0.0,6477.0,1351.0,1401.0,0.0,0.0,100.0,29.0,1.9300000000000002,0.5
