ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run2,1055.42,10.55,0,50,50516.19047619047,2899.8983565991966,3663,0,6840,1156,1190,0,0,100,50,0.877,0.34,1115,93,2423
Gen_Data_100_0.7_2_Run2,756.4,7.56,1,34,34681.85344827586,3282.4587100471535,3192,0,6840,1238,1301,0,0,100,34,2.632,0.63,1312,98,2241
Gen_Data_100_0.7_3_Run2,853.11,8.53,0,39,39642.73500925794,3429.2373246224915,3076,0,6840,1281,1382,0,0,100,39,3.158,1.01,1522,98,2529
Gen_Data_100_0.7_4_Run2,835.65,8.35,0,38,38649.897095314554,3465.3017849797234,3035,0,6840,1373,1437,0,0,100,38,2.857,0.64,1347,88,2036
Gen_Data_100_0.7_5_Run2,835.88,8.35,1,38,38634.117647058825,3178.945651146457,3316,0,6840,1169,1193,0,0,100,38,1.053,0.24,1478,99,2111
Gen_Data_100_0.7_6_Run2,949.22,9.49,3,44,44619.50458955745,3540.9691264082758,2988,0,6840,1260,1451,0,0,100,44,5.138,1.91,1423,93,2269
Gen_Data_100_0.7_7_Run2,744.18,7.44,2,33,33704.63333333333,3255.1113862265256,3220,25,6840,1234,1294,0,0,100,33,3.12,0.6,1461,97,2248
Gen_Data_100_0.7_8_Run2,797.31,7.97,2,36,36660.9098949696,3494.280739652212,2999,0,6840,1344,1419,0,0,100,36,2.982,0.75,1509,100,2362
Gen_Data_100_0.7_9_Run2,873.46,8.73,2,40,40627.52457757296,3243.931589644986,3262,0,6840,1256,1344,0,0,100,40,3.07,0.88,1426,94,2268
Gen_Data_100_0.7_10_Run2,820.85,8.21,1,37,37688.90813295015,3279.4012991011,3214,0,6840,1252,1375,0,0,100,37,5.326,1.23,1406,93,2101
