ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run2,972.54,9.72,4,46,46569.467787114845,3156.103130097801,3394,0,6840,1271,1325,0,0,100,46,2.368,0.54,1726,90,2317
Gen_Data_100_0.7_2_Run2,886.33,8.86,3,41,41608.75,3340.7783724921865,3185,0,6840,1258,1303,0,0,100,41,1.316,0.45,1926,99,2627
Gen_Data_100_0.7_3_Run2,925.7,9.26,2,43,43607.64728995969,2994.6593983465386,3537,0,6840,1142,1271,0,0,100,43,4.035,1.29,1728,88,2185
Gen_Data_100_0.7_4_Run2,950.96,9.51,1,44,44611.483004122136,3154.3711663896424,3389,0,6840,1291,1493,0,0,100,44,6.241,2.02,1720,96,2656
Gen_Data_100_0.7_5_Run2,943.96,9.44,0,44,44577.14795008913,2955.1021223365433,3585,0,6840,1094,1128,0,0,100,44,1.93,0.34,1785,100,2626
Gen_Data_100_0.7_6_Run2,925.09,9.25,3,43,43622.35065345415,3430.7688332962944,3104,4,6840,1363,1490,0,0,100,43,5.263,1.27,2001,98,2528
Gen_Data_100_0.7_7_Run2,869.66,8.69,3,40,40623.52463768116,2926.953948645751,3589,0,6840,1004,1044,0,0,100,40,2.368,0.4,1790,100,2319
Gen_Data_100_0.7_8_Run2,912.0,9.12,1,42,42585.28301886792,3126.4207316089187,3406,0,6840,1069,1097,0,0,100,42,1.504,0.28,1972,100,2468
Gen_Data_100_0.7_9_Run2,892.27,8.92,2,41,41641.102428450155,3171.9589283806868,3355,0,6840,1199,1339,0,0,100,41,4.449,1.4,1850,94,2040
Gen_Data_100_0.7_10_Run2,903.41,9.03,0,42,42597.878787878784,2874.0084682691013,3660,0,6840,1080,1111,0,0,100,42,2.193,0.31,1716,100,2549
