ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.5_1_Run4,1202.11,0.0,0,2,7606.134640494003,19514.397638950537,131,55,22156,10593,13268,300,2,200,0,18.788,5.35,178,0,0
Gen_Data_500_0.5_2_Run4,1202.15,0.0,0,5,10693.86918552617,19551.935417378074,311,65,22367,11112,14439,300,5,200,0,20.318,6.654,308,0,0
Gen_Data_500_0.5_3_Run4,1202.22,0.0,0,12,17508.128175720354,19386.482815139534,158,39,22028,10616,13287,300,12,200,0,17.851,5.342,287,0,0
Gen_Data_500_0.5_4_Run4,1202.17,0.0,0,7,12550.575976635966,19679.87623255644,104,21,22282,10620,13281,300,7,200,0,16.852,5.322,211,0,0
Gen_Data_500_0.5_5_Run4,1203.36,0.0,0,3,8358.150258347181,19672.763554057034,134,31,22304,10486,12184,300,3,200,0,13.346,3.396,284,0,0
Gen_Data_500_0.5_6_Run4,1202.31,0.0,0,13,18456.862955745615,20002.834201306672,112,33,22554,10027,12574,300,13,200,0,17.04,5.094,207,0,0
Gen_Data_500_0.5_7_Run4,1202.13,0.0,0,3,8609.410642885094,19326.737396982924,223,40,22066,10566,13293,300,3,200,0,18.364,5.454,285,0,0
Gen_Data_500_0.5_8_Run4,1202.33,0.0,0,3,8731.367393898141,19551.78675730101,140,10,22207,10631,13513,300,3,200,0,18.862,5.764,364,0,0
Gen_Data_500_0.5_9_Run4,1202.24,0.0,0,6,11406.24278059738,19571.87570761239,106,5,22183,10332,12287,300,6,200,0,14.473,3.91,208,0,0
Gen_Data_500_0.5_10_Run4,1202.4,0.0,0,4,9665.384799405678,19784.6202461821,166,27,22453,11123,14114,300,4,200,0,20.113,5.982,225,0,0
