BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_0.5_1,5.91,0.2933333333333334,0.0,8.0,8120.0,907.9205513071714,433.0,0.0,1409.0,211.0,211.0,0.0,0.0,20.0,8.0,0.0
Gen_Data_20_0.5_2,4.733333333333333,0.23666666666666666,0.0,12.0,12080.0,575.9821117558389,626.0,0.0,1246.0,80.0,80.0,0.0,0.0,20.0,12.0,0.0
Gen_Data_20_0.5_3,5.173333333333333,0.25666666666666665,0.0,11.0,11090.0,875.8968119694614,755.0,0.0,1682.0,186.0,186.0,0.0,0.0,20.0,11.0,0.0
Gen_Data_20_0.5_4,5.5566666666666675,0.27666666666666667,0.0,9.0,9110.0,957.2205103591047,356.0,0.0,1373.0,114.0,114.0,0.0,0.0,20.0,9.0,0.0
Gen_Data_20_0.5_5,5.293333333333333,0.26333333333333336,0.0,10.0,10100.0,1003.3238895204883,613.0,0.0,1672.0,233.0,233.0,0.0,0.0,20.0,10.0,0.0
Gen_Data_20_0.5_6,5.866666666666667,0.29000000000000004,0.0,9.0,9110.0,1091.4830819501321,457.0,0.0,1608.0,253.0,253.0,0.0,0.0,20.0,9.0,0.0
Gen_Data_20_0.5_7,5.966666666666666,0.2966666666666667,0.0,9.0,9110.0,796.7532985292877,494.0,0.0,1349.0,94.0,94.0,0.0,0.0,20.0,9.0,0.0
Gen_Data_20_0.5_8,5.766666666666667,0.29000000000000004,0.0,12.0,12080.0,908.527320460426,556.0,0.0,1509.0,219.0,219.0,0.0,0.0,20.0,12.0,0.0
Gen_Data_20_0.5_9,6.223333333333334,0.31,0.0,7.0,7140.0,935.3827011900953,377.0,0.0,1384.0,191.0,207.0,0.0,0.0,20.0,7.0,3.333
Gen_Data_20_0.5_10,5.3500000000000005,0.26666666666666666,0.0,10.0,10117.022197403323,716.7143267406368,429.0,0.0,1196.0,235.0,279.0,0.0,0.0,20.0,10.0,10.667
