ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_1,163.776,20.106,0.0,0.0,200.0,1410.2926332295976,254.0,0.0,1767.0,538.0,538.0,12.0,0.0,8.0,0.0,0.0
Gen_Data_20_2,163.69400000000002,20.080000000000002,0.0,2.0,2180.0,1051.5281414529877,490.0,0.0,1633.0,358.0,358.0,12.0,0.0,8.0,2.0,0.0
Gen_Data_20_3,163.52200000000002,20.088,0.0,2.0,2180.0,1193.6168599395899,36.0,0.0,1319.0,290.0,290.0,12.0,2.0,8.0,0.0,0.0
Gen_Data_20_4,163.49200000000002,20.086000000000002,0.0,2.0,2187.0175438596493,1229.2671904516628,243.0,8.0,1567.0,415.0,455.0,12.0,0.0,8.0,2.0,2.857
Gen_Data_20_5,163.82600000000002,20.106,0.0,1.0,1190.0,1264.252747479366,315.6,0.0,1677.6,428.0,428.0,12.0,0.0,8.0,1.0,0.0
Gen_Data_20_6,163.29199999999997,20.078,0.0,1.0,1190.0,1354.6047544770372,211.0,0.0,1664.0,405.0,405.0,12.0,1.0,8.0,0.0,0.0
Gen_Data_20_7,164.06,20.09,0.6,1.4,1586.0,1066.5449960130059,578.2,0.0,1742.6,211.6,211.6,12.0,0.0,8.0,1.4,0.0
Gen_Data_20_8,163.648,20.080000000000002,0.0,0.0,200.0,1276.9150168867598,251.0,0.0,1631.0,369.0,369.0,12.0,0.0,8.0,0.0,0.0
Gen_Data_20_9,163.344,20.084,0.0,1.0,1203.125,1153.7835412766387,402.6,0.0,1653.8,354.0,417.0,12.0,0.0,8.0,1.0,3.4282000000000004
Gen_Data_20_10,163.172,20.084,0.0,0.0,211.76691729323312,1237.9267699801271,196.2,0.0,1897.4,362.0,381.0,12.0,0.0,8.0,0.0,2.857
