ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run3,311.13,7.78,12,2,3018.925558312655,5091.815422696341,539,10,6130,2121,2242,60,0,40,2,1.929,1.21,896,10,289
Gen_Data_100_0.7_2_Run3,417.61,10.44,12,2,3032.9557693214383,4975.6021457981315,694,0,6175,1962,2188,60,0,40,2,8.102,2.26,1081,10,361
Gen_Data_100_0.7_3_Run3,373.32,9.33,14,3,4019.898001289491,5219.8649299979525,522,50,6238,2109,2342,60,0,40,3,4.506,2.33,878,11,468
Gen_Data_100_0.7_4_Run3,430.83,10.77,15,5,6003.1349804339225,4897.370318367527,465,0,5841,1931,2147,60,0,40,5,5.708,2.16,1009,13,407
Gen_Data_100_0.7_5_Run3,363.94,9.1,10,2,3011.1065496848587,5184.997776809482,453,0,6141,2154,2329,60,0,40,2,7.275,1.75,1186,8,346
Gen_Data_100_0.7_6_Run3,386.25,9.65,15,1,2068.952835636431,5182.303989083554,444,8,6133,2220,2632,60,0,40,1,9.401,4.12,744,6,205
Gen_Data_100_0.7_7_Run3,383.18,9.58,10,6,7039.640678780015,4902.185341089803,597,5,5986,2016,2376,60,0,40,6,9.755,3.6,742,10,313
Gen_Data_100_0.7_8_Run3,390.99,9.77,13,2,3023.3211000465844,4690.462059343404,732,29,5923,1880,2108,60,0,40,2,5.993,2.28,752,13,458
Gen_Data_100_0.7_9_Run3,413.7,10.34,13,4,5016.491414647203,5022.029809892734,611,0,6136,2160,2403,60,0,40,4,7.242,2.43,1036,12,301
Gen_Data_100_0.7_10_Run3,313.63,7.84,10,1,2020.973117065218,5088.403654841746,456,24,6052,1879,2036,60,0,40,1,3.889,1.57,791,8,268
