ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run5,3340.63,6.68,19,69,73545.19371453536,24684.423134709683,3923,0,30894,9165,9810,0,0,500,69,5.712,1.29
Gen_Data_500_0.7_2_Run5,3893.62,7.79,31,82,86461.79988896512,25722.417505773912,2979,0,30917,9232,10000,0,0,500,82,6.381,1.536
Gen_Data_500_0.7_3_Run5,4343.3,8.69,30,67,71599.42099919969,25126.736011200308,3646,1,31087,8814,9616,0,0,500,67,4.302,1.604
Gen_Data_500_0.7_4_Run5,3422.25,6.84,16,79,83383.21319481263,24982.690472609593,3922,0,31161,8638,9215,0,0,500,79,3.638,1.154
Gen_Data_500_0.7_5_Run5,4516.53,9.03,23,75,79357.34618129497,24990.46457765711,3858,0,31140,8726,9113,0,0,500,75,3.19,0.774
Gen_Data_500_0.7_6_Run5,3893.18,7.79,27,64,68546.64289078378,25103.708936094383,3564,13,31003,8921,9505,0,0,500,64,3.854,1.168
Gen_Data_500_0.7_7_Run5,4389.19,8.78,24,77,81450.57669950584,25517.464617169746,3278,11,31076,8766,9392,0,0,500,77,3.935,1.252
Gen_Data_500_0.7_8_Run5,3397.89,6.8,23,77,81375.72071516488,25359.27584406742,3132,0,30746,9296,9804,0,0,500,77,3.228,1.016
Gen_Data_500_0.7_9_Run5,3595.02,7.19,26,90,94293.93984620992,24794.50422468229,4109,0,31111,8645,9133,0,0,500,90,2.808,0.976
Gen_Data_500_0.7_10_Run5,3490.62,6.98,18,72,76485.65963046186,25330.972428073757,3565,0,31190,9258,9935,0,0,500,72,4.871,1.354
