ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_300_1,7207.35,60.06,12,23,26003.99020636315,11356.588900322971,1403,200,14165,7518,6013,300,0,120,23,9.246
Gen_Data_300_2,7207.78,60.06,13,24,27158.744447084104,11616.022625622685,1063,139,14073,8856,8253,300,0,120,24,19.428
Gen_Data_300_3,7208.27,60.07,14,25,28175.731934570416,11270.15848581765,1341,174,14007,8280,7667,300,0,120,25,17.89
Gen_Data_300_4,7208.4,60.07,11,24,27145.29267820694,10975.635076530494,1797,147,14171,8101,7054,300,0,120,24,16.065
Gen_Data_300_5,7207.5,60.06,11,28,30989.718035051257,11609.382055504777,1047,93,14031,8529,6914,300,0,120,28,13.588
Gen_Data_300_6,7207.65,60.06,21,18,21179.75717654036,11456.96614705314,1164,58,14042,8030,7211,300,0,120,18,16.242
Gen_Data_300_7,7208.11,60.07,17,27,30062.75509994106,11567.158583541108,1028,99,13978,8897,7628,300,0,120,27,16.184
Gen_Data_300_8,7208.15,60.07,15,33,36105.8291784372,11844.239514558081,827,151,14028,9492,8532,300,0,120,33,20.994
Gen_Data_300_9,7207.75,60.06,7,24,27120.78003039067,11215.390611083216,1452,297,14063,8566,7587,300,0,120,24,16.027
Gen_Data_300_10,7207.61,60.06,10,34,37042.03114895762,11569.033753240492,1188,114,14101,8405,7382,300,0,120,34,16.611
