ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run5,2378.1,19.82,19,2,5091.775210076183,16072.225486733103,1606,0,19210,5800,6209,180,0,120,2,3.671,1.3633333333333333,3027,41,1233
Gen_Data_300_0.7_2_Run5,2391.85,19.93,11,1,4048.6466239295837,16073.114055168808,1579,10,19183,6916,7212,180,0,120,1,4.321,0.9866666666666667,2529,39,1021
Gen_Data_300_0.7_3_Run5,2394.37,19.95,14,5,8118.720115447679,15801.885007799645,1924,36,19245,6615,7325,180,0,120,5,7.427,2.3666666666666667,2986,40,1296
Gen_Data_300_0.7_4_Run5,2377.92,19.81,16,0,3021.416438815614,16272.788877056273,1710,0,19528,6297,6386,180,0,120,0,1.548,0.2966666666666667,3234,52,1659
Gen_Data_300_0.7_5_Run5,2407.86,20.06,16,6,9054.45118796548,15633.47809351238,2427,38,19581,6365,6965,180,0,120,6,5.12,2.0,3396,45,1172
Gen_Data_300_0.7_6_Run5,2396.7,19.97,12,2,4985.579074325343,16226.216833685332,1791,3,19541,6157,6185,180,0,120,2,0.878,0.09333333333333334,3020,49,1625
Gen_Data_300_0.7_7_Run5,2408.54,20.07,17,14,17011.273472006487,16284.439775592587,1357,3,19117,6605,7232,180,0,120,14,4.928,2.09,2793,43,1012
Gen_Data_300_0.7_8_Run5,2405.28,20.04,13,2,5061.063304766561,16399.74890417742,1497,27,19427,7385,7797,180,0,120,2,5.729,1.3733333333333333,2459,29,975
Gen_Data_300_0.7_9_Run5,2401.25,20.01,12,2,5001.114793731922,16047.805715191713,1712,0,19294,6709,6816,180,0,120,2,2.172,0.3566666666666667,2806,34,827
Gen_Data_300_0.7_10_Run5,2390.84,19.92,15,7,10054.58246762197,16047.98326449499,1571,28,19140,6309,6849,180,0,120,7,5.903,1.8,3374,40,989
