ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run5,1695.52,5.65,14,50,52629.30259864899,14688.198441192615,3029,2,19032,5525,5935,0,0,300,50,6.171,1.3666666666666667
Gen_Data_300_0.7_2_Run5,1872.51,6.24,10,66,68471.25449399387,14489.038268282216,3171,0,18890,5075,5534,0,0,300,66,5.149,1.53
Gen_Data_300_0.7_3_Run5,1505.45,5.02,6,42,44681.46259284857,14810.522825604728,2984,0,19145,5569,5850,0,0,300,42,3.556,0.9366666666666666
Gen_Data_300_0.7_4_Run5,1696.37,5.65,8,55,57612.14488090596,14819.445028195913,2984,0,19095,5313,5810,0,0,300,55,4.786,1.6566666666666667
Gen_Data_300_0.7_5_Run5,1902.14,6.34,7,62,64480.579450298275,14015.843286133015,3856,0,19135,5041,5372,0,0,300,62,4.332,1.1033333333333333
Gen_Data_300_0.7_6_Run5,1614.5,5.38,16,48,50680.78923782773,15114.260833854973,2624,0,19061,5709,6176,0,0,300,48,6.521,1.5566666666666666
Gen_Data_300_0.7_7_Run5,2052.6,6.84,10,72,74393.39476877108,14727.743000103137,2886,0,18824,5178,5449,0,0,300,72,3.256,0.9033333333333333
Gen_Data_300_0.7_8_Run5,1847.88,6.16,8,61,63492.30031019068,14558.746874205848,3108,0,18929,5341,5633,0,0,300,61,3.892,0.9733333333333334
Gen_Data_300_0.7_9_Run5,1664.62,5.55,8,47,49627.14728966571,13856.692030235983,3836,0,19023,4838,5170,0,0,300,47,4.169,1.1066666666666667
Gen_Data_300_0.7_10_Run5,1624.76,5.42,16,47,49639.807138419426,14853.84794053307,3102,0,19294,5875,6279,0,0,300,47,4.626,1.3466666666666667
