BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,383.81,3.68,5.0,15.0,16015.867226890756,5820.8491382727425,3957.0,0.0,7200.0,851.0,991.0,0.0,0.0,100.0,15.0,4.381,1.4,1609.0,100.0,1785.0
Gen_Data_100_0.7_2,442.5,4.25,2.0,18.0,18853.75,5908.753872270171,3920.0,0.0,7200.0,920.0,974.0,0.0,0.0,100.0,18.0,1.25,0.54,1549.0,100.0,1673.0
Gen_Data_100_0.7_3,363.46,3.48,2.0,14.0,14870.90909090909,5648.08282118588,4038.0,0.0,7200.0,802.0,814.0,0.0,0.0,100.0,14.0,0.833,0.12,1647.0,97.0,1516.0
Gen_Data_100_0.7_4,424.99,4.09,0.0,17.0,17849.125,5308.982779063985,4209.0,0.0,7200.0,826.0,858.0,0.0,0.0,100.0,17.0,2.111,0.32,1462.0,98.0,1452.0
Gen_Data_100_0.7_5,327.41,3.13,0.0,12.0,12880.0,6461.311109745481,3619.0,0.0,7200.0,938.0,938.0,0.0,0.0,100.0,12.0,0.0,0.0,1870.0,100.0,1469.0
Gen_Data_100_0.7_6,305.64,2.91,5.0,11.0,11953.671861471861,6155.412953394508,3768.0,28.0,7200.0,975.0,1099.0,0.0,0.0,100.0,11.0,3.659,1.24,1636.0,94.0,1588.0
Gen_Data_100_0.7_7,386.71,3.71,5.0,15.0,15897.823011471288,5998.609659974858,3856.0,0.0,7200.0,817.0,913.0,0.0,0.0,100.0,15.0,3.429,0.96,1827.0,99.0,1642.0
Gen_Data_100_0.7_8,541.73,5.22,3.0,23.0,23775.837104072398,5301.326792197573,4245.0,0.0,7200.0,804.0,816.0,0.0,0.0,100.0,23.0,1.25,0.12,1550.0,100.0,1888.0
Gen_Data_100_0.7_9,517.41,4.98,1.0,22.0,22795.272727272728,5345.222416536427,4218.0,0.0,7200.0,773.0,809.0,0.0,0.0,100.0,22.0,0.625,0.36,1582.0,100.0,1575.0
Gen_Data_100_0.7_10,353.5,3.39,5.0,13.0,13888.333333333334,6726.53990078911,3492.0,0.0,7200.0,1036.0,1058.0,0.0,0.0,100.0,13.0,0.625,0.22,1967.0,100.0,1622.0
