ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_20_0.7_1_Run1,303.0,15.14,0,15,15050.0,385.05447300709545,1384,0,1800,86,86,0,0,20,15,0.0,0.0,167,18,583
Gen_Data_20_0.7_2_Run1,283.02,14.14,0,14,14060.0,429.87477997694106,1337,0,1800,109,109,0,0,20,14,0.0,0.0,172,17,566
Gen_Data_20_0.7_3_Run1,283.7,14.18,0,14,14060.0,561.5080883789699,1204,0,1800,200,200,0,0,20,14,0.0,0.0,188,16,617
Gen_Data_20_0.7_4_Run1,323.04,16.14,0,16,16040.0,246.79871154880902,1530,0,1800,34,34,0,0,20,16,0.0,0.0,122,17,712
Gen_Data_20_0.7_5_Run1,283.11,14.15,0,14,14060.0,528.842256988554,1237,0,1800,180,180,0,0,20,14,0.0,0.0,248,19,698
Gen_Data_20_0.7_6_Run1,285.03,14.23,0,14,14060.0,412.7634403454685,1353,0,1800,90,90,0,0,20,14,0.0,0.0,169,16,625
Gen_Data_20_0.7_7_Run1,323.91,16.18,0,16,16040.0,296.4653555477105,1481,0,1800,50,50,0,0,20,16,0.0,0.0,155,19,794
Gen_Data_20_0.7_8_Run1,286.92,14.33,0,14,14060.0,368.8390872535216,1399,0,1800,96,96,0,0,20,14,0.0,0.0,166,17,669
Gen_Data_20_0.7_9_Run1,303.23,15.15,0,15,15050.0,296.7564044534792,1475,0,1800,54,54,0,0,20,15,0.0,0.0,171,19,780
Gen_Data_20_0.7_10_Run1,326.08,16.3,0,16,16040.0,349.40098966289315,1426,0,1800,98,98,0,0,20,16,0.0,0.0,170,18,901
