ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run5,4026.08,20.13,14,2,7047.364281453651,25822.65666517584,2063,11,30423,10623,10963,300,0,200,2,2.853,0.68,3096,79,2132
Gen_Data_500_0.7_2_Run5,4026.96,20.13,17,4,9142.576663156986,25562.98540614677,1967,65,30057,11248,11901,300,0,200,4,4.124,1.306,2808,89,2127
Gen_Data_500_0.7_3_Run5,4017.52,20.09,15,6,11036.56294493394,25478.38317518121,3256,12,31258,10868,11336,300,0,200,6,3.45,0.936,3644,41,1246
Gen_Data_500_0.7_4_Run5,4024.15,20.12,17,2,7122.3614059408665,25414.623047195542,2481,35,30449,10843,11617,300,0,200,2,4.138,1.548,2909,80,2035
Gen_Data_500_0.7_5_Run5,4026.17,20.13,16,1,6023.505425082281,25841.934461442615,1800,10,30185,10585,10748,300,0,200,1,1.438,0.326,3060,87,2165
Gen_Data_500_0.7_6_Run5,4016.63,20.08,23,10,15050.06241203422,25058.279873190248,3365,71,30918,10176,10856,300,1,200,9,3.707,1.36,4044,75,1950
Gen_Data_500_0.7_7_Run5,4012.12,20.06,20,2,7058.071840562992,26022.44570203475,2514,18,31085,10690,11061,300,0,200,2,1.725,0.742,3829,55,2051
Gen_Data_500_0.7_8_Run5,4018.06,20.09,15,3,8068.712661923457,25611.631835431195,3093,25,31224,10654,11128,300,0,200,3,3.221,0.948,3597,65,1650
Gen_Data_500_0.7_9_Run5,4014.74,20.07,21,2,7173.264726350392,25340.02512793652,2303,16,30178,10435,11195,300,0,200,2,3.027,1.52,3127,68,1956
Gen_Data_500_0.7_10_Run5,4021.49,20.11,13,0,5055.731152959543,25563.974115755613,2271,9,30388,11291,11574,300,0,200,0,2.227,0.566,3153,71,2072
