ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,7422.086573189867,2
Gen_Data_500_2,17596.658459923292,12
Gen_Data_500_3,18590.968595670736,13
Gen_Data_500_4,10558.195281636796,5
Gen_Data_500_5,7442.991368943288,2
Gen_Data_500_6,19522.115855068616,14
Gen_Data_500_7,10571.142376835469,5
Gen_Data_500_8,9511.842226204568,4
Gen_Data_500_9,15513.928969439858,10
Gen_Data_500_10,9726.88360183692,4
