ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run1,1849.23,6.16,14,57,59551.980333890104,12803.445839134145,4639,0,18741,5351,5727,0,0,300,57,4.366,1.2533333333333334,3321,289,5768
Gen_Data_300_0.7_2_Run1,1961.23,6.54,4,65,67383.37541536872,13140.849501243441,4454,15,18857,5020,5162,0,0,300,65,2.426,0.47333333333333333,4039,300,5423
Gen_Data_300_0.7_3_Run1,1607.91,5.36,11,43,45688.5118182442,13426.90816991374,4470,32,19266,5636,6037,0,0,300,43,4.386,1.3366666666666667,3309,299,5327
Gen_Data_300_0.7_4_Run1,1714.35,5.71,11,51,53637.512228547275,13366.378571139852,3866,14,18591,5323,5787,0,0,300,51,4.204,1.5466666666666666,3649,299,5185
Gen_Data_300_0.7_5_Run1,1896.3,6.32,13,60,62495.19340457775,12747.964828600845,4717,2,18752,5162,5431,0,0,300,60,3.412,0.8966666666666666,3016,297,6565
Gen_Data_300_0.7_6_Run1,1718.93,5.73,10,50,52635.83601499095,13363.446111868854,4222,1,18931,5625,6008,0,0,300,50,4.638,1.2766666666666666,3185,300,5448
Gen_Data_300_0.7_7_Run1,1926.08,6.42,8,61,63493.41676219227,13217.076806987852,3989,7,18491,5353,5657,0,0,300,61,4.405,1.0133333333333334,3471,297,5195
Gen_Data_300_0.7_8_Run1,1877.67,6.26,10,61,63504.47473584308,12871.157527869982,4215,0,18379,5423,5748,0,0,300,61,3.99,1.0833333333333333,3434,295,5061
Gen_Data_300_0.7_9_Run1,1628.88,5.43,10,46,48655.29248876311,12760.370562454833,4658,0,18783,5040,5377,0,0,300,46,3.873,1.1233333333333333,3247,299,5167
Gen_Data_300_0.7_10_Run1,1731.05,5.77,9,52,54614.35357588891,13547.023124452908,4220,11,19097,5707,6221,0,0,300,52,5.284,1.7133333333333334,3392,298,5183
