BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_0.5_1,5.586666666666666,0.6966666666666667,1.0,5.0,5184.076294028964,979.00462890507,137.33333333333334,0.0,1192.3333333333333,392.0,560.0,12.0,2.0,8.0,3.0,15.0
Gen_Data_20_0.5_2,4.163333333333333,0.5199999999999999,1.0,5.0,5150.0,1003.8775020444933,239.0,0.0,1318.0,244.0,244.0,12.0,1.0,8.0,4.0,0.0
Gen_Data_20_0.5_3,10.386666666666668,1.3,2.0,3.0,3206.912438089898,1123.6412981337946,82.0,0.0,1289.3333333333333,396.0,559.0,12.0,2.0,8.0,1.0,13.666666666666666
Gen_Data_20_0.5_4,4.943333333333333,0.6166666666666667,0.0,4.0,4160.0,1222.1599752693023,223.0,0.0,1528.0,437.0,437.0,12.0,2.0,8.0,2.0,0.0
Gen_Data_20_0.5_5,6.353333333333333,0.7966666666666667,0.0,4.0,4168.518518518518,1173.654984211982,45.0,0.0,1300.0,317.0,363.0,12.0,1.0,8.0,3.0,3.333
Gen_Data_20_0.5_6,13.69,1.7100000000000002,0.0,1.0,1221.0094058011828,1189.8645333820582,170.0,18.0,1456.0,443.0,621.0,12.0,0.0,8.0,1.0,9.048
Gen_Data_20_0.5_7,4.32,0.5433333333333333,1.0,4.0,4160.0,1033.5479940202752,76.0,0.0,1192.0,396.0,396.0,12.0,2.0,8.0,2.0,0.0
Gen_Data_20_0.5_8,5.109999999999999,0.64,0.0,5.0,5169.346231190625,1029.2520764428994,353.6666666666667,0.0,1460.3333333333333,434.0,544.0,12.0,1.0,8.0,4.0,10.0
Gen_Data_20_0.5_9,14.446666666666667,1.8066666666666666,0.0,5.0,5154.782608695652,1056.9826752193244,3.0,0.0,1139.0,358.0,380.0,12.0,1.0,8.0,4.0,3.333
Gen_Data_20_0.5_10,7.38,0.92,1.0,2.0,2180.0,1028.6554044663774,337.0,0.0,1457.6666666666667,360.0,360.0,12.0,0.0,8.0,2.0,0.0
