ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run1,1815.72,6.05,12,55,57527.7652157071,14227.999365481159,3379,0,18901,5322,5559,0,0,300,55,3.967,0.79
Gen_Data_300_0.7_2_Run1,2007.9,6.69,7,70,72417.35497246277,13923.051223506243,3672,0,18803,4906,5319,0,0,300,70,4.745,1.3766666666666667
Gen_Data_300_0.7_3_Run1,1625.07,5.42,6,44,46666.35559094525,14830.601977388596,2980,0,19162,5630,6013,0,0,300,44,3.81,1.2766666666666666
Gen_Data_300_0.7_4_Run1,1806.08,6.02,9,56,58575.615878029435,14694.95112370659,2926,0,18919,5185,5569,0,0,300,56,4.25,1.28
Gen_Data_300_0.7_5_Run1,1913.74,6.38,7,62,64530.597988675785,14195.17607027848,3679,0,19125,5105,5584,0,0,300,62,5.156,1.5966666666666667
Gen_Data_300_0.7_6_Run1,1631.98,5.44,7,45,47646.08216791081,14762.881169732986,2931,0,19035,5572,5849,0,0,300,45,4.131,0.9233333333333333
Gen_Data_300_0.7_7_Run1,2019.31,6.73,4,71,73368.98788114342,14687.352040592934,2947,0,18857,5213,5509,0,0,300,71,2.693,0.9866666666666667
Gen_Data_300_0.7_8_Run1,1870.57,6.24,7,60,62508.918498375046,14454.774509763234,3214,0,18929,5352,5667,0,0,300,60,3.925,1.05
Gen_Data_300_0.7_9_Run1,1669.53,5.57,7,47,49633.99038615586,13831.250122878735,3859,0,19023,4845,5201,0,0,300,47,4.753,1.1866666666666668
Gen_Data_300_0.7_10_Run1,1742.75,5.81,15,52,54639.55760491673,14629.205993340272,3368,0,19315,5611,6217,0,0,300,52,6.437,2.02
