ScenarioName,TotalCost,nTaxi
Gen_Data_100_1,7080.034395115543,6
Gen_Data_100_2,4153.937102184372,3
Gen_Data_100_3,8044.390517680249,7
Gen_Data_100_4,9995.51547686955,9
Gen_Data_100_5,5094.692204911581,4
Gen_Data_100_6,8058.268448786217,7
Gen_Data_100_7,6057.26943098278,5
Gen_Data_100_8,7006.317860774383,6
Gen_Data_100_9,8173.955205751449,7
Gen_Data_100_10,6008.869632383899,5
