ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.5_1_Run5,467.53,11.68,11,14,14909.450409365396,4175.140156511566,322,0,4933,1768,1967,60,0,40,14,11.54,1.99,729,10,374
Gen_Data_100_0.5_2_Run5,450.19,11.24,16,13,14033.713238972996,3998.81394373962,435,1,4876,1714,2279,60,0,40,13,17.846,5.65,656,13,507
Gen_Data_100_0.5_3_Run5,534.71,13.36,6,21,21865.261850103725,4084.0088135986234,370,0,4859,1678,1942,60,0,40,21,11.403,2.64,874,12,393
Gen_Data_100_0.5_4_Run5,542.79,13.56,6,22,22869.702822082134,3921.4283557297667,334,8,4654,1668,2072,60,0,40,22,10.897,4.04,655,8,182
Gen_Data_100_0.5_5_Run5,481.28,12.03,8,17,17911.144957791126,4155.849698536721,279,0,4862,1758,1976,60,0,40,17,8.895,2.18,614,6,137
Gen_Data_100_0.5_6_Run5,529.23,13.22,8,19,19918.023075832814,3971.035160288562,456,25,4840,1772,2258,60,0,40,19,16.366,4.86,629,5,203
Gen_Data_100_0.5_7_Run5,420.41,10.5,17,12,13005.999315594523,3999.5740195040644,342,21,4796,1893,2398,60,0,40,12,16.18,5.05,406,13,381
Gen_Data_100_0.5_8_Run5,423.67,10.59,12,11,11988.43373680452,3958.521492317843,275,0,4690,1691,2055,60,0,40,11,10.893,3.64,481,13,569
Gen_Data_100_0.5_9_Run5,434.16,10.85,13,14,14987.74545151879,4169.1761963871895,318,90,4936,1933,2581,60,0,40,14,16.607,6.48,557,13,357
Gen_Data_100_0.5_10_Run5,415.29,10.37,11,14,14913.217553196544,4105.9257251693625,361,7,4902,1538,1738,60,0,40,14,6.443,2.0,506,7,178
