ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_1,36.656,4.485999999999999,0.2,2.0,2217.680105944374,1135.6444719545784,132.2,14.0,1360.0,597.8,557.2,20.0,1.0,8.0,1.0,13.0564
Gen_Data_20_2,27.52,3.3240000000000003,1.0,2.0,2194.5767195767194,1180.9112864894016,283.0,12.0,1557.0,497.0,423.0,20.0,0.0,8.0,2.0,5.714
Gen_Data_20_3,34.176,4.164,0.0,3.0,3175.595238095238,1079.1093282233014,215.0,12.0,1380.0,419.0,286.0,20.0,1.0,8.0,2.0,0.0
Gen_Data_20_4,26.678000000000004,3.2439999999999998,0.0,2.0,2212.1282729367404,1093.931496210687,114.0,14.0,1298.0,515.0,450.0,20.0,1.0,8.0,1.0,8.889
Gen_Data_20_5,29.029999999999994,3.522,0.0,3.0,3173.222816399287,1230.7756566738724,261.8,6.8,1579.6,426.0,318.8,20.0,1.0,8.0,2.0,0.0
Gen_Data_20_6,28.218,3.436,1.0,2.0,2230.6944156472455,1183.1638739837829,218.2,32.0,1492.2,473.0,488.0,20.0,0.0,8.0,2.0,11.429
Gen_Data_20_7,29.861999999999995,3.6319999999999992,1.2,3.4,3576.792717086835,1039.354785383195,336.4,4.4,1457.4,392.0,295.8,20.0,2.0,8.0,1.4,1.3332000000000002
Gen_Data_20_8,40.42,4.958,1.6,2.0,2186.9415695415696,1372.9476926950695,171.4,9.2,1638.6,511.0,388.2,20.0,1.0,8.0,1.0,0.0
Gen_Data_20_9,17.312,2.068,1.0,4.0,4161.764705882353,915.7212783020747,305.0,4.0,1301.0,449.0,278.0,20.0,1.0,8.0,3.0,0.0
Gen_Data_20_10,30.242,3.686,0.2,2.8,2980.5113795518205,971.8430426221064,253.0,3.2,1673.2,409.4,316.2,20.0,1.0,8.0,1.8,4.2219999999999995
