ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run4,1200.81,0.0,0,2,5330.496729957745,14720.611724763727,504,32,16740,6391,7796,0,2,300,0,13.278,4.683333333333334
Gen_Data_300_0.7_2_Run4,1200.57,0.0,0,4,7433.589549720839,14689.295925289165,780,102,16970,6554,8442,0,4,300,0,15.541,6.293333333333333
Gen_Data_300_0.7_3_Run4,1200.67,0.0,0,0,3378.2000876749325,14739.787769470786,847,77,17109,6607,8097,0,0,300,0,13.223,4.966666666666667
Gen_Data_300_0.7_4_Run4,1200.61,0.0,0,1,4297.18425820387,14761.995257411729,727,53,17021,6347,7569,0,1,300,0,9.992,4.073333333333333
Gen_Data_300_0.7_5_Run4,1200.58,0.0,0,5,8367.83708640857,15015.792829439599,498,103,17021,6491,8274,0,5,300,0,15.818,5.943333333333333
Gen_Data_300_0.7_6_Run4,1201.01,0.0,0,2,5336.065645815019,14810.500282671457,561,67,16884,6730,8258,0,2,300,0,11.362,5.093333333333334
Gen_Data_300_0.7_7_Run4,1201.02,0.0,0,2,5262.489411654766,15085.78861306028,631,80,17224,6675,7929,0,2,300,0,13.45,4.18
Gen_Data_300_0.7_8_Run4,1200.61,0.0,0,1,4308.888133787068,15020.531138534536,517,104,17064,6751,8088,0,1,300,0,13.068,4.456666666666667
Gen_Data_300_0.7_9_Run4,1200.6,0.0,0,0,3223.024035350203,14222.386281020377,685,39,16433,5831,6750,0,0,300,0,9.586,3.0633333333333335
Gen_Data_300_0.7_10_Run4,1200.67,0.0,0,0,3171.1150429834843,14906.784603939546,540,45,16972,6981,7825,0,0,300,0,9.243,2.8133333333333335
