BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_300_0.5_1,646.0233333333333,2.1533333333333333,14.0,83.0,85437.40016420586,10734.342618886141,1939.0,0.0,13833.0,4591.0,5357.0,0.0,0.0,300.0,83.0,10.637
Gen_Data_300_0.5_2,638.6633333333333,2.1266666666666665,18.0,91.0,93199.79137824608,10741.129874033119,1955.0,0.0,13802.0,4457.0,4853.0,0.0,0.0,300.0,91.0,6.199000000000001
Gen_Data_300_0.5_3,658.98,2.1999999999999997,18.0,75.0,77472.21314330207,11081.683673607818,1877.0,1.0,14142.0,4943.0,5716.0,0.0,0.0,300.0,75.0,10.074
Gen_Data_300_0.5_4,654.5,2.18,15.0,87.0,89419.76648411922,10834.186029887793,2010.0,1.0,13987.0,4527.0,5469.0,0.0,0.0,300.0,87.0,12.201
Gen_Data_300_0.5_5,764.6433333333333,2.546666666666667,30.0,86.0,88431.93647554667,10762.234492332671,1939.0,4.0,13836.0,4700.0,5505.0,0.0,0.0,300.0,86.0,12.098999999999998
Gen_Data_300_0.5_6,636.5,2.1199999999999997,13.0,84.0,86410.78360781362,10992.347505480466,1813.0,0.0,13942.0,4878.0,5649.0,0.0,0.0,300.0,84.0,9.008
Gen_Data_300_0.5_7,604.0433333333333,2.013333333333333,12.0,86.0,88381.9981866411,11016.287730611277,1713.0,0.0,13861.0,5025.0,5752.0,0.0,0.0,300.0,86.0,10.76
Gen_Data_300_0.5_8,653.2133333333333,2.1766666666666663,16.0,89.0,91372.24638433866,10734.013923209703,1809.0,0.0,13671.0,4574.0,5326.0,0.0,0.0,300.0,89.0,9.632
Gen_Data_300_0.5_9,706.2366666666667,2.3533333333333335,15.0,71.0,73473.66668883778,10739.066363044725,2112.0,0.0,14050.0,4475.0,5023.0,0.0,0.0,300.0,71.0,8.367
Gen_Data_300_0.5_10,646.37,2.153333333333333,12.0,81.0,83358.19960041075,10690.011517266052,2122.0,1.0,13968.0,4925.0,5486.0,0.0,0.0,300.0,81.0,9.528
