ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run1,383.81,3.68,5,15,16015.867226890756,5820.8491382727425,3957,0,7200,851,991,0,0,100,15,4.381,1.4,1609,100,1785
Gen_Data_100_0.7_2_Run1,442.5,4.25,2,18,18853.75,5908.753872270171,3920,0,7200,920,974,0,0,100,18,1.25,0.54,1549,100,1673
Gen_Data_100_0.7_3_Run1,363.46,3.48,2,14,14870.90909090909,5648.08282118588,4038,0,7200,802,814,0,0,100,14,0.833,0.12,1647,97,1516
Gen_Data_100_0.7_4_Run1,424.99,4.09,0,17,17849.125,5308.982779063985,4209,0,7200,826,858,0,0,100,17,2.111,0.32,1462,98,1452
Gen_Data_100_0.7_5_Run1,327.41,3.13,0,12,12880.0,6461.311109745481,3619,0,7200,938,938,0,0,100,12,0.0,0.0,1870,100,1469
Gen_Data_100_0.7_6_Run1,305.64,2.91,5,11,11953.671861471861,6155.412953394508,3768,28,7200,975,1099,0,0,100,11,3.659,1.24,1636,94,1588
Gen_Data_100_0.7_7_Run1,386.71,3.71,5,15,15897.823011471288,5998.609659974858,3856,0,7200,817,913,0,0,100,15,3.429,0.96,1827,99,1642
Gen_Data_100_0.7_8_Run1,541.73,5.22,3,23,23775.837104072398,5301.326792197573,4245,0,7200,804,816,0,0,100,23,1.25,0.12,1550,100,1888
Gen_Data_100_0.7_9_Run1,517.41,4.98,1,22,22795.272727272728,5345.222416536427,4218,0,7200,773,809,0,0,100,22,0.625,0.36,1582,100,1575
Gen_Data_100_0.7_10_Run1,353.5,3.39,5,13,13888.333333333334,6726.53990078911,3492,0,7200,1036,1058,0,0,100,13,0.625,0.22,1967,100,1622
