ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run2,4017.23,20.08,18,3,8040.120747938638,25319.932251782033,2582,23,30456,10577,10899,300,0,200,3,2.569,0.644,2921,104,2382
Gen_Data_500_0.7_2_Run2,4028.87,20.14,19,11,16043.666214809376,25604.000213923457,2893,68,31021,11029,11764,300,0,200,11,4.262,1.47,2767,99,2075
Gen_Data_500_0.7_3_Run2,4018.21,20.09,16,9,14000.818788620207,25899.715660753765,3336,11,31757,10801,11179,300,0,200,9,3.409,0.756,3726,91,2018
Gen_Data_500_0.7_4_Run2,4016.76,20.08,17,1,6148.713402494586,25456.942764924213,3273,36,31290,10866,11651,300,0,200,1,4.876,1.57,3464,87,1635
Gen_Data_500_0.7_5_Run2,4024.34,20.12,13,3,8027.543374912209,26290.252549455756,2428,4,31273,10508,10766,300,0,200,3,1.737,0.516,3649,102,2119
Gen_Data_500_0.7_6_Run2,4018.39,20.09,11,8,13057.078451501427,25316.95019521394,3236,0,31082,10189,10881,300,1,200,7,4.263,1.384,3566,93,1698
Gen_Data_500_0.7_7_Run2,3993.2,19.96,15,1,6024.71150641743,25609.62200442701,3255,0,31430,10696,10846,300,0,200,1,1.529,0.3,3470,100,2825
Gen_Data_500_0.7_8_Run2,4020.91,20.1,16,2,7059.9460291655,25579.19565504919,3759,8,31896,10707,11163,300,0,200,2,3.118,0.912,3369,86,1835
Gen_Data_500_0.7_9_Run2,4017.01,20.08,15,7,11992.310448215754,26376.754982233055,2751,0,31659,10316,10612,300,0,200,7,1.897,0.592,3009,91,1745
Gen_Data_500_0.7_10_Run2,4021.32,20.1,10,2,7023.950581849357,26278.834070300145,2718,2,31565,11253,11498,300,0,200,2,2.006,0.49,2894,90,2305
