ScenarioName,TotalCost,nTaxi
Gen_Data_500_1,7404.347144165843,2
Gen_Data_500_2,12627.178733266304,7
Gen_Data_500_3,18389.192966618262,13
Gen_Data_500_4,11361.241668565395,6
Gen_Data_500_5,5403.525326756062,0
Gen_Data_500_6,21513.711011344167,16
Gen_Data_500_7,12635.449021911609,7
Gen_Data_500_8,12755.218562321445,7
Gen_Data_500_9,11453.943209335652,6
Gen_Data_500_10,7627.558355437133,2
