Case_1,Case_2,Case_3,Case_4,Case_5,Case_6,Instance
7.17774476474938e253%,7.324193178578253e272%,4.817970013396999e234%,7.177893432023783e253%,3.284483256209343e223%,3.997271708095543e253%,Average
