ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,27130.54941535969,24
Gen_Data_300_2,10251.191284394721,7
Gen_Data_300_3,30467.506502405722,27
Gen_Data_300_4,6238.252268821132,3
Gen_Data_300_5,5252.217972280567,2
Gen_Data_300_6,8419.106799225381,5
Gen_Data_300_7,28192.364470632994,25
Gen_Data_300_8,4171.021329630001,1
Gen_Data_300_9,6507.960774684339,3
Gen_Data_300_10,5251.8244936862175,2
