BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,303.56399999999996,14.163999999999998,0.0,14.0,14060.0,290.214390692914,1477.0,0.0,1800.0,90.0,90.0,0.0,0.0,20.0,14.0,0.0,0.0,112.0,20.0,734.0
Gen_Data_20_0.7_2,325.278,15.166,0.0,15.0,15050.0,300.868577481624,1474.0,0.0,1800.0,101.0,101.0,0.0,0.0,20.0,15.0,0.0,0.0,80.0,20.0,722.0
Gen_Data_20_0.7_3,323.42400000000004,15.151999999999997,0.0,15.0,15050.0,413.94518527108573,1360.0,0.0,1800.0,165.0,165.0,0.0,0.0,20.0,15.0,0.0,0.0,93.0,20.0,852.0
Gen_Data_20_0.7_4,344.04200000000003,16.154,0.0,16.0,16040.0,110.40084006000282,1669.0,0.0,1800.0,34.0,34.0,0.0,0.0,20.0,16.0,0.0,0.0,37.0,19.0,850.0
Gen_Data_20_0.7_5,282.046,13.175999999999998,0.0,13.0,13070.0,425.93494318255523,1338.0,0.0,1800.0,170.0,170.0,0.0,0.0,20.0,13.0,0.0,0.0,128.0,19.0,621.0
Gen_Data_20_0.7_6,285.86199999999997,13.23,0.0,13.0,13070.0,469.9776154081266,1293.0,0.0,1800.0,155.0,155.0,0.0,0.0,20.0,13.0,0.0,0.0,121.0,18.0,783.0
Gen_Data_20_0.7_7,364.242,17.131999999999998,0.0,17.0,17030.0,160.12392166101037,1622.0,0.0,1800.0,45.0,45.0,0.0,0.0,20.0,17.0,0.0,0.0,64.0,20.0,934.0
Gen_Data_20_0.7_8,286.87199999999996,13.382000000000001,0.0,13.0,13070.0,301.6776321489003,1462.0,0.0,1800.0,148.0,148.0,0.0,0.0,20.0,13.0,0.0,0.0,112.0,20.0,710.0
Gen_Data_20_0.7_9,344.186,16.146,0.0,16.0,16040.0,147.74895299696033,1633.0,0.0,1800.0,36.0,36.0,0.0,0.0,20.0,16.0,0.0,0.0,68.0,20.0,885.0
Gen_Data_20_0.7_10,343.028,16.13,0.0,16.0,16040.0,210.9690310464417,1569.0,0.0,1800.0,102.0,102.0,0.0,0.0,20.0,16.0,0.0,0.0,49.0,20.0,1014.0
