BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,304.094,15.192000000000002,0.0,15.0,15050.0,941.234168207262,822.0,0.0,1800.0,123.0,123.0,0.0,0.0,20.0,15.0,0.0,0.0,638.0,10.0,435.0
Gen_Data_20_0.7_2,265.548,13.27,0.0,13.0,13070.0,1019.1612446656542,732.0,0.0,1800.0,115.0,115.0,0.0,0.0,20.0,13.0,0.0,0.0,751.0,12.0,415.0
Gen_Data_20_0.7_3,343.208,17.15,0.0,17.0,17030.0,886.242582956805,883.0,0.0,1800.0,74.0,74.0,0.0,0.0,20.0,17.0,0.0,0.0,672.0,11.0,589.0
Gen_Data_20_0.7_4,342.92600000000004,17.136000000000003,0.0,17.0,17030.0,836.794426867357,933.0,0.0,1800.0,30.0,30.0,0.0,0.0,20.0,17.0,0.0,0.0,652.0,12.0,446.0
Gen_Data_20_0.7_5,342.92999999999995,17.134000000000004,0.0,17.0,17030.0,951.211166814199,818.0,0.0,1800.0,128.0,128.0,0.0,0.0,20.0,17.0,0.0,0.0,671.0,15.0,591.0
Gen_Data_20_0.7_6,304.152,15.195999999999998,0.0,15.0,15050.0,945.2998137754206,818.0,0.0,1800.0,166.0,166.0,0.0,0.0,20.0,15.0,0.0,0.0,676.0,9.0,335.0
Gen_Data_20_0.7_7,343.2,17.148,0.0,17.0,17030.0,915.0778449165904,857.0,0.0,1800.0,17.0,17.0,0.0,0.0,20.0,17.0,0.0,0.0,713.0,8.0,325.0
Gen_Data_20_0.7_8,308.582,15.420000000000002,0.0,15.0,15050.0,971.9191729404008,789.0,0.0,1800.0,49.0,49.0,0.0,0.0,20.0,15.0,0.0,0.0,768.0,8.0,337.0
Gen_Data_20_0.7_9,401.366,20.058,0.0,20.0,20000.0,833.8548584289623,948.0,0.0,1800.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,686.0,10.0,437.0
Gen_Data_20_0.7_10,287.89399999999995,14.386000000000001,0.0,14.0,14060.0,936.7902590950287,818.0,0.0,1800.0,99.0,99.0,0.0,0.0,20.0,14.0,0.0,0.0,670.0,12.0,399.0
