ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1,1538.28,5.02,3,28,30722.59259259259,24878.45228373482,6667,0,20160,2675,2682,0,0,300,28,0.255,0.023333333333333334,6940,282,4027
Gen_Data_300_0.7_2,1423.8,4.65,4,19,21835.942028985508,24856.889579091963,6633,0,20160,3059,3108,0,0,300,19,0.893,0.16333333333333333,6740,295,3640
Gen_Data_300_0.7_3,1554.23,5.08,5,28,30746.184210526317,25197.79316021788,6503,0,20160,2769,2830,0,0,300,28,0.675,0.20333333333333334,7086,295,4002
Gen_Data_300_0.7_4,1395.54,4.56,4,18,20858.01388888889,25971.81595049848,6063,16,20160,3269,3350,0,0,300,18,1.015,0.27,7103,292,3906
Gen_Data_300_0.7_5,1529.79,5.0,1,27,29778.16083916084,25433.749422163597,6374,0,20160,2834,2919,0,0,300,27,1.207,0.2833333333333333,7250,296,4275
Gen_Data_300_0.7_6,1426.68,4.66,4,21,23811.487068965518,25741.249257713942,6198,0,20160,2790,2832,0,0,300,21,0.476,0.14,7289,292,3952
Gen_Data_300_0.7_7,1521.76,4.96,4,25,27781.958532695375,24946.222676364032,6611,0,20160,2702,2753,0,0,300,25,1.344,0.17,7303,292,4034
Gen_Data_300_0.7_8,1683.54,5.47,3,38,40656.44894321365,24873.129272792543,6704,0,20160,2623,2681,0,0,300,38,0.974,0.19333333333333333,7396,295,4280
Gen_Data_300_0.7_9,1555.63,5.07,4,30,32712.100840336134,25319.355099482156,6456,0,20159,2879,2897,0,0,300,30,0.645,0.06,7088,286,3975
Gen_Data_300_0.7_10,1529.14,5.0,3,27,29778.133216996477,25092.21905821585,6543,0,20160,2802,2929,0,0,300,27,1.091,0.42333333333333334,7352,297,3701
