ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_300_1,7598.108,59.944,32.4,26.6,29574.146978299996,12261.077147175407,592.2,40.4,14245.6,5200.4,6164.0,180.0,0.0,120.0,26.6,11.771799999999999
Gen_Data_300_2,7623.262000000001,59.99400000000001,26.8,27.4,30335.70397892748,12530.581617970061,606.2,32.6,14526.4,5857.4,6798.4,180.0,0.0,120.0,27.4,11.9958
Gen_Data_300_3,7516.210000000001,59.379999999999995,33.6,30.8,33776.78148171047,12777.25529794761,320.8,9.6,14463.6,6184.8,7447.2,180.0,0.0,120.0,30.8,15.9248
Gen_Data_300_4,7630.323999999999,60.052,33.6,21.0,24029.398023397243,12528.181974125888,467.0,19.4,14411.8,5635.0,6670.0,180.0,0.0,120.0,21.0,13.264599999999998
Gen_Data_300_5,7624.838000000001,59.977999999999994,37.0,18.6,21659.450850531313,12295.698801561408,583.6,31.6,14296.2,5576.4,6482.0,180.0,0.0,120.0,18.6,12.2856
Gen_Data_300_6,7581.594,59.924,34.6,24.8,27919.267267513518,12557.89449955805,422.0,49.6,14365.4,6341.0,7999.8,180.0,0.0,120.0,24.8,19.8794
Gen_Data_300_7,7530.946000000001,59.418000000000006,37.0,29.2,32205.108823096176,12564.664174819312,496.0,73.8,14430.8,5819.2,7200.8,180.0,0.0,120.0,29.2,15.539999999999997
Gen_Data_300_8,7581.487999999999,59.672000000000004,33.0,19.4,22446.998808108823,12521.001668249262,611.6,37.4,14547.0,5597.4,6662.4,180.0,1.0,120.0,18.4,13.684000000000001
Gen_Data_300_9,7532.182000000001,59.260000000000005,33.4,29.6,32635.801389497814,12621.338194380385,438.4,36.0,14430.6,5906.4,7197.4,180.0,0.0,120.0,29.6,16.7432
Gen_Data_300_10,7480.444,59.236000000000004,38.6,18.4,21465.279690120668,12506.406794789147,505.2,32.6,14437.0,5635.8,6631.4,180.0,0.0,120.0,18.4,13.762
