ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.5_1_Run2,1202.53,0.0,0,5,10566.943156885087,19575.03686071932,161,28,22233,10516,13030,300,5,200,0,17.192,5.028,174,0,0
Gen_Data_500_0.5_2_Run2,1202.88,0.0,0,12,17635.13065114647,19731.337326221827,175,6,22371,10900,13964,300,12,200,0,20.065,6.128,385,0,0
Gen_Data_500_0.5_3_Run2,1203.18,0.0,0,11,16507.082403152745,19582.456807376802,169,3,22235,10743,13404,300,11,200,0,18.595,5.322,399,0,0
Gen_Data_500_0.5_4_Run2,1203.66,0.0,0,7,12450.46798535838,19655.623813396014,145,14,22305,10623,13054,300,7,200,0,16.197,4.862,293,0,0
Gen_Data_500_0.5_5_Run2,1202.1,0.0,0,2,7453.331924709044,19818.134427888253,215,15,22549,10529,12437,300,2,200,0,14.747,3.816,307,0,0
Gen_Data_500_0.5_6_Run2,1202.29,0.0,0,19,24369.338491856928,19931.1858865635,93,15,22451,9950,12488,300,19,200,0,16.696,5.076,208,0,0
Gen_Data_500_0.5_7_Run2,1201.89,0.0,0,4,9506.879963453477,19491.634859680897,191,8,22188,10620,12831,300,4,200,0,15.28,4.422,351,0,0
Gen_Data_500_0.5_8_Run2,1204.11,0.0,0,2,7703.47024089022,19087.135912386177,182,38,21785,10680,13987,300,2,200,0,20.573,6.614,350,0,0
Gen_Data_500_0.5_9_Run2,1201.89,0.0,0,8,13319.932709221663,19612.370557465016,201,12,22301,10331,11977,300,8,200,0,13.025,3.292,346,0,0
Gen_Data_500_0.5_10_Run2,1202.6,0.0,0,3,8693.68896493594,19544.443724037406,72,22,22128,11160,14331,300,3,200,0,20.866,6.342,147,0,0
