ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,12139.252977197664,9
Gen_Data_300_2,19250.967377912908,16
Gen_Data_300_3,18140.53329112235,15
Gen_Data_300_4,19199.025281587095,16
Gen_Data_300_5,17215.504480939122,14
Gen_Data_300_6,15280.562657564526,12
Gen_Data_300_7,20062.666163070822,17
Gen_Data_300_8,16208.714591203658,13
Gen_Data_300_9,7184.250209437023,4
Gen_Data_300_10,20159.525250388386,17
