Iteration,TotalCost,nRequestBank,IsAccepted,IsImproved,IsNewBest,DM,RM,DW1,DW2,DW3,RW1,RW2nD1,nD2,nD3,nR1,nR2
55,1190.0,1,true,true,false,worstRemoval,greedyInsertion,6.532486500000001,5.501709285714287,0.3333333333333333,5.0107187500000006,6.3159500000000013,2,0,3,2
56,1192.1052631578946,1,true,false,false,randomDestroy,regretInsertion,6.532486500000001,5.501709285714287,0.3333333333333333,5.0107187500000006,6.3159500000000014,2,0,3,3
57,1203.8033763654416,1,true,false,false,randomDestroy,regretInsertion,6.532486500000001,5.501709285714287,0.3333333333333333,5.0107187500000006,6.3159500000000015,2,0,3,4
58,5150.0,5,false,false,false,randomDestroy,regretInsertion,6.532486500000001,5.501709285714287,0.3333333333333333,5.0107187500000006,6.3159500000000016,2,0,3,5
59,1190.0,1,true,true,false,randomDestroy,regretInsertion,6.532486500000001,5.501709285714287,0.3333333333333333,5.0107187500000006,6.3159500000000017,2,0,3,6
60,2196.578947368421,2,true,false,false,randomDestroy,regretInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857160,0,0,0,0
61,1190.0,1,false,false,false,worstRemoval,greedyInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857160,1,0,1,0
62,3187.6315789473683,3,false,false,false,worstRemoval,greedyInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857160,2,0,2,0
63,2180.0,2,true,true,false,worstRemoval,greedyInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857160,3,0,3,0
64,1190.0,1,true,true,false,randomDestroy,regretInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857161,3,0,3,1
65,3187.6315789473683,3,false,false,false,worstRemoval,greedyInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857161,4,0,4,1
66,1206.5789473684213,1,true,false,false,worstRemoval,regretInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857161,5,0,4,2
67,1207.6315789473683,1,true,false,false,randomDestroy,regretInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857162,5,0,4,3
68,1207.6315789473683,1,true,false,false,worstRemoval,regretInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857162,6,0,4,4
69,2190.5555555555557,2,true,false,false,worstRemoval,regretInsertion,6.691737850000001,6.251538357142858,0.3333333333333333,4.942980208333334,6.7986407142857162,7,0,4,5
70,2186.190476190477,2,true,true,false,randomDestroy,greedyInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571440,0,0,0,0
71,3170.000000000001,3,false,false,false,randomDestroy,greedyInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571441,0,0,1,0
72,2190.5555555555557,2,true,false,false,worstRemoval,regretInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571441,1,0,1,1
73,2182.105263157895,2,true,true,false,randomDestroy,regretInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571442,1,0,1,2
74,1192.105263157895,1,true,true,false,randomDestroy,greedyInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571443,1,0,2,2
75,1192.1052631578946,1,false,false,false,worstRemoval,regretInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571443,2,0,2,3
76,2182.105263157895,2,true,false,false,randomDestroy,regretInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571444,2,0,2,4
77,1207.6315789473683,1,true,true,false,worstRemoval,regretInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571444,3,0,2,5
78,3169.9999999999964,3,false,false,false,randomDestroy,greedyInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571445,3,0,3,5
79,1207.6315789473683,1,true,false,false,worstRemoval,greedyInsertion,7.322564065000001,6.369241664285716,0.3333333333333333,4.968682187500001,7.4187766428571445,4,0,4,5
80,2215.1315789473683,2,true,false,false,randomDestroy,greedyInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571430,0,0,0,0
81,3187.5,3,false,false,false,randomDestroy,regretInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571431,0,0,0,1
82,2215.1315789473683,2,false,false,false,randomDestroy,greedyInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571432,0,0,1,1
83,4165.263157894737,4,false,false,false,randomDestroy,greedyInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571433,0,0,2,1
84,3170.0,3,false,false,false,worstRemoval,regretInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571433,1,0,2,2
85,5167.631578947368,5,false,false,false,randomDestroy,regretInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571434,1,0,2,3
86,2197.5,2,true,true,false,randomDestroy,greedyInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571435,1,0,3,3
87,3180.5555555555557,3,false,false,false,randomDestroy,regretInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571436,1,0,3,4
88,2197.6315789473683,2,true,false,false,randomDestroy,regretInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571437,1,0,3,5
89,1207.6315789473683,1,true,true,false,worstRemoval,regretInsertion,7.456974325166668,6.707317497857144,0.3333333333333333,5.251813968750001,7.716898978571437,2,0,3,6
90,2207.1345029239765,2,true,false,false,randomDestroy,greedyInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476210,0,0,0,0
91,2207.1345029239765,2,false,false,false,randomDestroy,greedyInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476211,0,0,1,0
92,1207.6315789473683,1,false,false,false,randomDestroy,regretInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476212,0,0,1,1
93,3176.190476190476,3,false,false,false,worstRemoval,greedyInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476212,1,0,2,1
94,3170.0,3,false,false,false,worstRemoval,greedyInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476212,2,0,3,1
95,2190.5555555555547,2,true,true,false,randomDestroy,regretInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476213,2,0,3,2
96,1189.999999999999,1,false,false,false,randomDestroy,greedyInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476214,2,0,4,2
97,1192.105263157895,1,false,false,false,shawRemoval,regretInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476214,2,1,4,3
98,4177.631578947368,4,false,false,false,randomDestroy,regretInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476215,2,1,4,4
99,2197.6315789473683,2,true,false,false,worstRemoval,regretInsertion,7.198776892650001,6.68658574807143,0.3333333333333333,5.376632571875001,7.3785424140476215,3,1,4,5
100,2197.6315789473683,2,true,false,false,randomDestroy,regretInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428590,0,0,0,0
101,217.6315789473647,0,true,true,true,worstRemoval,regretInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428590,1,0,0,1
102,217.6315789473647,0,false,false,false,worstRemoval,greedyInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428590,2,0,1,1
103,217.6315789473647,0,false,false,false,randomDestroy,regretInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428591,2,0,1,2
104,217.6315789473647,0,false,false,false,randomDestroy,greedyInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428592,2,0,2,2
105,2182.1052631578914,2,false,false,false,randomDestroy,regretInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428593,2,0,2,3
106,3187.6315789473647,3,false,false,false,worstRemoval,greedyInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428593,3,0,3,3
107,3181.6981132075434,3,false,false,false,randomDestroy,regretInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428594,3,0,3,4
108,2179.9999999999964,2,false,false,false,worstRemoval,greedyInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428594,4,0,4,4
109,3169.9999999999964,3,false,false,false,shawRemoval,regretInsertion,6.912232536718334,6.45126050659762,0.3,4.8389693146875015,7.2906881726428594,4,1,4,5
110,229.32969215491187,0,true,false,false,randomDestroy,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452410,0,0,0,0
111,4162.105263157891,4,false,false,false,worstRemoval,greedyInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452410,1,0,1,0
112,3169.9999999999964,3,false,false,false,worstRemoval,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452410,2,0,1,1
113,1189.9999999999964,1,false,false,false,worstRemoval,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452410,3,0,1,2
114,2179.9999999999964,2,false,false,false,randomDestroy,greedyInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452411,3,0,2,2
115,2182.105263157891,2,false,false,false,worstRemoval,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452411,4,0,2,3
116,1207.6315789473647,1,false,false,false,worstRemoval,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452411,5,0,2,4
117,3181.6981132075434,3,false,false,false,randomDestroy,greedyInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452412,5,0,3,4
118,217.63157894736105,0,false,false,false,randomDestroy,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452413,5,0,3,5
119,1207.6315789473647,1,false,false,false,worstRemoval,regretInsertion,6.4810092830465,6.631134455937858,0.27,4.355072383218752,7.3282860220452413,6,0,3,6
120,2179.9999999999964,2,false,false,false,randomDestroy,regretInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071650,0,0,0,0
121,1189.9999999999964,1,false,false,false,worstRemoval,regretInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071650,1,0,0,1
122,1207.6315789473647,1,false,false,false,randomDestroy,greedyInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071651,1,0,1,1
123,217.6315789473647,0,true,true,false,randomDestroy,regretInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071652,1,0,1,2
124,4159.999999999996,4,false,false,false,randomDestroy,regretInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071653,1,0,1,3
125,3169.9999999999964,3,false,false,false,randomDestroy,regretInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071654,1,0,1,4
126,5149.999999999996,5,false,false,false,randomDestroy,regretInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071655,1,0,1,5
127,1206.5789473684174,1,false,false,false,worstRemoval,greedyInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071655,2,0,2,5
128,2179.9999999999964,2,false,false,false,worstRemoval,greedyInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071655,3,0,3,5
129,1217.1345029239728,1,false,false,false,randomDestroy,greedyInsertion,5.832908354741851,5.9680210103440725,0.27,3.9195651448968767,6.59545741984071656,3,0,4,5
130,217.6315789473647,0,false,false,false,worstRemoval,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233120,0,0,0,0
131,1189.9999999999964,1,false,false,false,randomDestroy,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233121,0,0,0,1
132,1207.6315789473647,1,false,false,false,randomDestroy,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233122,0,0,0,2
133,217.6315789473647,0,false,false,false,worstRemoval,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233122,1,0,0,3
134,1207.6315789473647,1,false,false,false,worstRemoval,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233122,2,0,0,4
135,3169.9999999999964,3,false,false,false,randomDestroy,greedyInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233123,2,0,1,4
136,217.6315789473647,0,false,false,false,worstRemoval,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233123,3,0,1,5
137,1207.6315789473647,1,false,false,false,worstRemoval,greedyInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233123,4,0,2,5
138,2207.134502923973,2,false,false,false,randomDestroy,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233124,4,0,2,6
139,3169.9999999999964,3,false,false,false,worstRemoval,regretInsertion,5.466284185934333,5.371218909309666,0.27,3.527608630407189,6.1525783445233124,5,0,2,7
140,2179.9999999999964,2,false,false,false,worstRemoval,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709810,0,0,0,0
141,217.6315789473647,0,false,false,false,randomDestroy,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709811,0,0,0,1
142,2179.9999999999964,2,false,false,false,randomDestroy,greedyInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709812,0,0,1,1
143,2193.8596491228036,2,false,false,false,worstRemoval,greedyInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709812,1,0,2,1
144,1207.6315789473647,1,false,false,false,worstRemoval,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709812,2,0,2,2
145,217.6315789473647,0,false,false,false,randomDestroy,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709813,2,0,2,3
146,2197.6315789473647,2,false,false,false,worstRemoval,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709813,3,0,2,4
147,217.6315789473647,0,false,false,false,randomDestroy,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709814,3,0,2,5
148,1192.1052631578914,1,false,false,false,randomDestroy,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709815,3,0,2,6
149,5166.746031746027,5,false,false,false,randomDestroy,regretInsertion,4.9196557673409,4.834097018378699,0.27,3.17484776736647,5.5373205100709816,3,0,2,7
150,2197.6315789473647,2,false,false,false,worstRemoval,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638830,0,0,0,0
151,1189.9999999999964,1,false,false,false,randomDestroy,regretInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638831,0,0,0,1
152,2187.8947368421013,2,false,false,false,randomDestroy,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638832,0,0,1,1
153,1189.9999999999964,1,false,false,false,worstRemoval,regretInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638832,1,0,1,2
154,1207.6315789473647,1,false,false,false,randomDestroy,regretInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638833,1,0,1,3
155,217.6315789473647,0,false,false,false,randomDestroy,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638834,1,0,2,3
156,1207.6315789473647,1,false,false,false,worstRemoval,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638834,2,0,3,3
157,217.6315789473647,0,false,false,false,randomDestroy,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638835,2,0,4,3
158,2179.9999999999964,2,false,false,false,worstRemoval,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638835,3,0,5,3
159,1207.6315789473647,1,false,false,false,randomDestroy,greedyInsertion,4.42769019060681,4.35068731654083,0.27,2.8573629906298232,4.9835884590638836,3,0,6,3
160,217.6315789473647,0,false,false,false,randomDestroy,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574950,0,0,0,0
161,2197.6315789473647,2,false,false,false,worstRemoval,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574950,1,0,0,1
162,217.6315789473647,0,false,false,false,worstRemoval,greedyInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574950,2,0,1,1
163,2182.1052631578914,2,false,false,false,worstRemoval,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574950,3,0,1,2
164,3186.578947368417,3,false,false,false,worstRemoval,greedyInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574950,4,0,2,2
165,1189.9999999999964,1,false,false,false,randomDestroy,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574951,4,0,2,3
166,2179.9999999999964,2,false,false,false,worstRemoval,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574951,5,0,2,4
167,3186.5789473684176,3,false,false,false,worstRemoval,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574951,6,0,2,5
168,1189.9999999999964,1,false,false,false,randomDestroy,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574952,6,0,2,6
169,1189.9999999999964,1,false,false,false,worstRemoval,regretInsertion,3.984921171546129,3.915618584886747,0.27,2.571626691566841,4.4852296131574952,7,0,2,7
170,217.6315789473647,0,false,false,false,randomDestroy,regretInsertion,3.586429054391516,3.524056726398072,0.27,2.314464022410157,4.0367066518417460,0,0,0,0
171,4159.999999999996,4,false,false,false,randomDestroy,greedyInsertion,3.586429054391516,3.524056726398072,0.27,2.314464022410157,4.0367066518417461,0,0,1,0
172,3169.9999999999964,3,false,false,false,randomDestroy,regretInsertion,3.586429054391516,3.524056726398072,0.27,2.314464022410157,4.0367066518417462,0,0,1,1
173,4159.999999999996,4,false,false,false,worstRemoval,greedyInsertion,3.586429054391516,3.524056726398072,0.27,2.314464022410157,4.0367066518417462,1,0,2,1
