Iteration,TotalCost,nRequestBank,IsAccepted,IsImproved,IsNewBest,DM,RM,DW1,DW2,DW3,RW1,RW2nD1,nD2,nD3,nR1,nR2
1484,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,0.061574975242852784,0.008824208847864645,0.4736924187061141,0.005798570395436359,0.343739811394832950,0,4,0,4
1485,1192.105263157884,1,false,false,false,shawRemoval,regretInsertion,0.061574975242852784,0.008824208847864645,0.4736924187061141,0.005798570395436359,0.343739811394832950,0,5,0,5
1486,217.6315789473574,0,true,false,false,randomDestroy,regretInsertion,0.061574975242852784,0.008824208847864645,0.4736924187061141,0.005798570395436359,0.343739811394832951,0,5,0,6
1487,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,0.061574975242852784,0.008824208847864645,0.4736924187061141,0.005798570395436359,0.343739811394832951,0,6,0,7
1488,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,0.061574975242852784,0.008824208847864645,0.4736924187061141,0.005798570395436359,0.343739811394832951,0,7,0,8
1489,1189.999999999989,1,false,false,false,randomDestroy,regretInsertion,0.061574975242852784,0.008824208847864645,0.4736924187061141,0.005798570395436359,0.343739811394832952,0,7,0,9
1490,1189.999999999989,1,false,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349640,0,0,0,0
1491,2190.555555555544,2,false,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349640,0,1,0,1
1492,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349640,0,2,0,2
1493,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349640,0,3,0,3
1494,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349640,0,4,0,4
1495,229.32969215490448,0,true,false,false,randomDestroy,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349641,0,4,0,5
1496,229.32969215490448,0,false,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349641,0,5,0,6
1497,217.6315789473574,0,true,true,false,randomDestroy,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349642,0,5,0,7
1498,3177.894736842093,3,false,false,false,randomDestroy,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349643,0,5,0,8
1499,217.6315789473574,0,true,false,false,shawRemoval,regretInsertion,0.7054174777185676,0.008824208847864645,0.4263231768355027,0.005798570395436359,0.439365830255349643,0,6,0,9
1500,217.6315789473574,0,true,false,false,shawRemoval,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981470,0,0,0,0
1501,2179.999999999989,2,false,false,false,shawRemoval,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981470,0,1,0,1
1502,4159.999999999989,4,false,false,false,worstRemoval,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981470,1,1,0,2
1503,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981471,1,1,0,3
1504,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981471,1,2,0,4
1505,4159.999999999989,4,false,false,false,randomDestroy,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981472,1,2,0,5
1506,1207.6315789473574,1,false,false,false,shawRemoval,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981472,1,3,0,6
1507,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981473,1,3,0,7
1508,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981474,1,3,0,8
1509,2191.698113207536,2,false,false,false,randomDestroy,regretInsertion,1.5015423966133774,0.008824208847864645,0.7551194305805239,0.005798570395436359,0.91542924722981475,1,3,0,9
1510,2179.999999999989,2,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683320,0,0,0,0
1511,217.6315789473574,0,true,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683321,0,0,0,1
1512,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683322,0,0,0,2
1513,1207.6315789473574,1,false,false,false,shawRemoval,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683322,0,1,0,3
1514,2197.6315789473574,2,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683323,0,1,0,4
1515,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683323,0,2,0,5
1516,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683324,0,2,0,6
1517,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683325,0,2,0,7
1518,4162.105263157884,4,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683326,0,2,0,8
1519,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.3513881569520396,0.00794178796307818,0.6796074875224715,0.005798570395436359,0.82388632250683327,0,2,0,9
1520,1203.8033763654312,1,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256150,0,0,0,0
1521,3169.999999999989,3,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256151,0,0,0,1
1522,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256152,0,0,0,2
1523,1192.105263157884,1,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256153,0,0,0,3
1524,2182.105263157884,2,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256154,0,0,0,4
1525,217.6315789473574,0,true,false,false,shawRemoval,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256154,0,1,0,5
1526,3169.999999999989,3,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256155,0,1,0,6
1527,2182.105263157884,2,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256156,0,1,0,7
1528,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256157,0,1,0,8
1529,2197.6315789473574,2,false,false,false,randomDestroy,regretInsertion,1.3787493412568357,0.00794178796307818,0.6116467387702244,0.005798570395436359,0.871497690256158,0,1,0,9
1530,217.6315789473574,0,true,false,false,randomDestroy,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305350,0,0,0,0
1531,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305350,0,1,0,1
1532,2179.999999999989,2,false,false,false,shawRemoval,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305350,0,2,0,2
1533,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305350,0,3,0,3
1534,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305351,0,3,0,4
1535,3169.999999999989,3,false,false,false,randomDestroy,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305352,0,3,0,5
1536,1189.999999999989,1,false,false,false,shawRemoval,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305352,0,4,0,6
1537,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305353,0,4,0,7
1538,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305354,0,4,0,8
1539,3169.999999999989,3,false,false,false,shawRemoval,regretInsertion,1.3853188515755965,0.00794178796307818,1.8504820648932019,0.005798570395436359,1.0443479212305354,0,5,0,9
1540,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748160,0,0,0,0
1541,1203.8033763654307,1,false,false,false,shawRemoval,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748160,0,1,0,1
1542,217.6315789473574,0,true,false,false,randomDestroy,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748161,0,1,0,2
1543,1207.6315789473574,1,false,false,false,shawRemoval,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748161,0,2,0,3
1544,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748161,0,3,0,4
1545,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748161,0,4,0,5
1546,217.6315789473574,0,true,false,false,randomDestroy,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748162,0,4,0,6
1547,1207.6315789473574,1,false,false,false,shawRemoval,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748162,0,5,0,7
1548,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748162,0,6,0,8
1549,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.2467869664180369,0.00794178796307818,1.6654338584038817,0.005798570395436359,0.93991312910748163,0,6,0,9
1550,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673350,0,0,0,0
1551,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673350,0,1,0,1
1552,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673351,0,1,0,2
1553,3169.999999999989,3,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673351,0,2,0,3
1554,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673351,0,3,0,4
1555,1189.999999999989,1,false,false,false,randomDestroy,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673352,0,3,0,5
1556,3169.999999999989,3,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673352,0,4,0,6
1557,2179.999999999989,2,false,false,false,randomDestroy,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673353,0,4,0,7
1558,1189.999999999989,1,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673353,0,5,0,8
1559,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.9887749364429,0.00794178796307818,1.4988904725634935,0.005798570395436359,1.10592181619673353,0,6,0,9
1560,1217.1345029239656,1,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706010,0,0,0,0
1561,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706011,0,0,0,1
1562,4159.999999999989,4,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706012,0,0,0,2
1563,1206.9612711022728,1,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706013,0,0,0,3
1564,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706014,0,0,0,4
1565,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706015,0,0,0,5
1566,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706016,0,0,0,6
1567,217.6315789473574,0,true,false,false,shawRemoval,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706016,0,1,0,7
1568,1189.999999999989,1,false,false,false,shawRemoval,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706016,0,2,0,8
1569,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.78989744279861,0.00794178796307818,1.3490014253071443,0.005798570395436359,0.99532963457706017,0,2,0,9
1570,1189.999999999989,1,false,false,false,randomDestroy,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193540,0,0,0,0
1571,1189.999999999989,1,false,false,false,shawRemoval,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193540,0,1,0,1
1572,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193541,0,1,0,2
1573,229.32969215490448,0,true,false,false,shawRemoval,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193541,0,2,0,3
1574,229.3296921549046,0,true,false,false,shawRemoval,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193541,0,3,0,4
1575,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193542,0,3,0,5
1576,2191.698113207536,2,false,false,false,randomDestroy,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193543,0,3,0,6
1577,229.32969215490448,0,false,false,false,shawRemoval,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193543,0,4,0,7
1578,3197.1345029239656,3,false,false,false,randomDestroy,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193544,0,4,0,8
1579,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.6109076985187492,0.00794178796307818,1.86410128277643,0.005798570395436359,1.0257966711193544,0,5,0,9
1580,229.32969215490448,0,false,false,false,shawRemoval,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741880,0,0,0,0
1581,229.32969215490448,0,false,false,false,shawRemoval,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741880,0,1,0,1
1582,1207.6315789473574,1,false,false,false,shawRemoval,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741880,0,2,0,2
1583,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741881,0,2,0,3
1584,4171.698113207536,4,false,false,false,randomDestroy,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741882,0,2,0,4
1585,2182.10526315788,2,false,false,false,randomDestroy,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741883,0,2,0,5
1586,1219.3296921549045,1,false,false,false,randomDestroy,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741884,0,2,0,6
1587,1207.6315789473574,1,false,false,false,shawRemoval,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741884,0,3,0,7
1588,229.32969215490448,0,false,false,false,randomDestroy,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741885,0,3,0,8
1589,2179.999999999989,2,false,false,false,randomDestroy,regretInsertion,1.4498169286668743,0.00794178796307818,2.1110244878321205,0.005798570395436359,1.18321700400741886,0,3,0,9
1590,3180.5555555555447,3,false,false,false,randomDestroy,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066770,0,0,0,0
1591,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066770,0,1,0,1
1592,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066770,0,2,0,2
1593,229.32969215490448,0,false,false,false,randomDestroy,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066771,0,2,0,3
1594,229.3296921549046,0,false,false,false,shawRemoval,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066771,0,3,0,4
1595,1219.3296921549045,1,false,false,false,randomDestroy,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066772,0,3,0,5
1596,229.3296921549046,0,false,false,false,shawRemoval,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066772,0,4,0,6
1597,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066773,0,4,0,7
1598,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066773,0,5,0,8
1599,1189.999999999989,1,false,false,false,randomDestroy,regretInsertion,1.304835235800187,0.00794178796307818,1.8999220390489084,0.005798570395436359,1.0648953036066774,0,5,0,9
1600,4176.961271102273,4,false,false,false,randomDestroy,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600940,0,0,0,0
1601,229.3296921549046,0,false,false,false,randomDestroy,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600941,0,0,0,1
1602,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600941,0,1,0,2
1603,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600942,0,1,0,3
1604,229.3296921549046,0,false,false,false,shawRemoval,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600942,0,2,0,4
1605,229.32969215490448,0,false,false,false,randomDestroy,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600943,0,2,0,5
1606,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600943,0,3,0,6
1607,229.32969215490448,0,false,false,false,shawRemoval,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600943,0,4,0,7
1608,2182.1052631578837,2,false,false,false,randomDestroy,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600944,0,4,0,8
1609,229.32969215490448,0,false,false,false,shawRemoval,regretInsertion,1.1743517122201683,0.00794178796307818,1.7099298351440175,0.005798570395436359,0.95840577324600944,0,5,0,9
1610,3169.9999999999854,3,false,false,false,shawRemoval,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140850,0,0,0,0
1611,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140851,0,0,0,1
1612,229.3296921549046,0,false,false,false,shawRemoval,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140851,0,1,0,2
1613,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140852,0,1,0,3
1614,1189.999999999989,1,false,false,false,shawRemoval,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140852,0,2,0,4
1615,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140853,0,2,0,5
1616,1207.6315789473574,1,false,false,false,randomDestroy,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140854,0,2,0,6
1617,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140855,0,2,0,7
1618,1203.8033763654312,1,false,false,false,shawRemoval,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140855,0,3,0,8
1619,217.6315789473574,0,false,false,false,shawRemoval,regretInsertion,1.0569165409981516,0.00794178796307818,1.5389368516296158,0.005798570395436359,0.86256519592140855,0,4,0,9
1620,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926760,0,0,0,0
1621,2179.999999999989,2,false,false,false,randomDestroy,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926761,0,0,0,1
1622,229.3296921549046,0,false,false,false,shawRemoval,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926761,0,1,0,2
1623,229.3296921549046,0,false,false,false,shawRemoval,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926761,0,2,0,3
1624,3176.1904761904652,3,false,false,false,randomDestroy,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926762,0,2,0,4
1625,229.3296921549046,0,true,false,false,shawRemoval,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926762,0,3,0,5
1626,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926763,0,3,0,6
1627,2197.6315789473574,2,false,false,false,randomDestroy,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926764,0,3,0,7
1628,3208.8326161315126,3,false,false,false,randomDestroy,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926765,0,3,0,8
1629,2179.9999999999854,2,false,false,false,shawRemoval,regretInsertion,0.9512248868983364,0.00794178796307818,1.3850431664666543,0.005798570395436359,0.77630867632926765,0,4,0,9
1630,229.32969215490448,0,true,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634090,0,0,0,0
1631,1201.6981132075362,1,false,false,false,shawRemoval,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634090,0,1,0,1
1632,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634091,0,1,0,2
1633,3172.105263157884,3,false,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634092,0,1,0,3
1634,229.32969215490448,0,true,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634093,0,1,0,4
1635,229.32969215490448,0,false,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634094,0,1,0,5
1636,217.6315789473574,0,false,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634095,0,1,0,6
1637,217.63157894735377,0,false,false,false,shawRemoval,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634095,0,2,0,7
1638,2197.6315789473574,2,false,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634096,0,2,0,8
1639,229.3296921549046,0,false,false,false,randomDestroy,regretInsertion,1.0727690648751693,0.00794178796307818,1.571538849819989,0.005798570395436359,0.95867780869634097,0,2,0,9
1640,3169.9999999999854,3,false,false,false,shawRemoval,regretInsertion,1.151206444101938,0.00794178796307818,1.41438496483799,0.005798570395436359,0.99281002782670680,0,0,0,0
1641,229.3296921549046,0,false,false,false,randomDestroy,regretInsertion,1.151206444101938,0.00794178796307818,1.41438496483799,0.005798570395436359,0.99281002782670681,0,0,0,1
1642,1192.1052631578805,1,false,false,false,randomDestroy,regretInsertion,1.151206444101938,0.00794178796307818,1.41438496483799,0.005798570395436359,0.99281002782670682,0,0,0,2
1643,2182.1052631578805,2,false,false,false,randomDestroy,regretInsertion,1.151206444101938,0.00794178796307818,1.41438496483799,0.005798570395436359,0.99281002782670683,0,0,0,3
1644,1228.8326161315126,1,false,false,false,randomDestroy,regretInsertion,1.151206444101938,0.00794178796307818,1.41438496483799,0.005798570395436359,0.99281002782670684,0,0,0,4
1645,1219.3296921549045,1,false,false,false,randomDestroy,regretInsertion,1.151206444101938,0.00794178796307818,1.41438496483799,0.005798570395436359,0.99281002782670685,0,0,0,5
