ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_1,163.57600000000002,20.082,0.2,3.0,3185.5898015873017,1085.1687230212042,268.2,7.8,1439.0,629.0,498.2,20.0,1.0,8.0,2.0,7.5142
Gen_Data_20_2,163.982,20.11,2.0,1.6,1807.9578903654485,1100.6155414063478,195.4,28.0,1390.0,564.2,485.0,20.0,0.0,8.0,1.6,7.9858
Gen_Data_20_3,164.594,20.101999999999997,0.4,2.4,2578.3175403225805,1173.1604528387768,213.6,10.8,1474.8,514.4,356.2,20.0,1.0,8.0,1.4,0.5714
Gen_Data_20_4,163.578,20.088,0.4,5.2,5365.764341085271,976.0348155458856,455.6,10.4,1507.4,531.2,423.6,20.0,3.0,8.0,2.2,6.466800000000001
Gen_Data_20_5,163.81,20.084,1.0,2.4,2599.6235261438933,1046.487278972372,223.2,17.0,1362.6,554.4,453.2,20.0,0.0,8.0,2.4,7.6426
Gen_Data_20_6,163.85399999999998,20.1,0.6,3.2,3395.2179850522944,1011.534464881225,293.8,19.2,1392.2,565.8,476.2,20.0,3.0,8.0,0.2,10.7618
Gen_Data_20_7,164.422,20.086000000000002,0.2,2.4,2576.0,1046.9828964027552,257.6,0.0,1395.4,367.0,192.0,20.0,0.0,8.0,2.4,0.0
Gen_Data_20_8,164.274,20.096,0.6,2.8,2974.5495934959354,1059.8437291349496,267.4,8.4,1415.6,491.8,311.4,20.0,0.0,8.0,2.8,0.5714
Gen_Data_20_9,164.14799999999997,20.086,0.0,3.2,3384.240079365079,1003.7635685714689,302.6,7.0,1392.2,500.0,370.6,20.0,2.0,8.0,1.2,5.199800000000001
Gen_Data_20_10,163.726,20.104,1.0,4.6,4792.783396956626,962.5722251092205,259.8,1.6,1445.4,425.0,360.4,20.0,3.0,8.0,1.6,10.742799999999999
