ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run2,2385.76,19.88,14,2,5031.2573879416905,15364.359096406188,1943,0,18832,5776,5969,180,0,120,2,3.184,0.6433333333333333
Gen_Data_300_0.7_2_Run2,2375.06,19.79,12,1,4049.333104398072,15689.66119693407,2015,14,19253,6897,7174,180,0,120,1,5.778,0.9233333333333333
Gen_Data_300_0.7_3_Run2,2395.39,19.96,10,2,5125.369873468837,15742.71095570366,1998,55,19277,6742,7470,180,0,120,2,7.593,2.4266666666666667
Gen_Data_300_0.7_4_Run2,2374.08,19.78,9,0,3022.2003105882645,15385.916681594337,2223,7,19150,6297,6383,180,0,120,0,1.388,0.2866666666666667
Gen_Data_300_0.7_5_Run2,2408.15,20.07,15,2,5031.026224136716,15720.380529432374,2005,11,19250,6426,6673,180,0,120,2,2.925,0.8233333333333334
Gen_Data_300_0.7_6_Run2,2395.97,19.97,8,1,4013.1080132612547,15358.836328334073,2319,8,19203,6204,6326,180,0,120,1,1.933,0.4066666666666667
Gen_Data_300_0.7_7_Run2,2404.83,20.04,14,3,6073.146864530549,16265.723386718559,1520,8,19313,6928,7470,180,0,120,3,6.21,1.8066666666666666
Gen_Data_300_0.7_8_Run2,2408.54,20.07,11,6,9002.854778371542,16101.281237024536,1774,12,19384,7310,7649,180,0,120,6,4.758,1.13
Gen_Data_300_0.7_9_Run2,2403.39,20.03,14,0,3022.154128524694,15647.152313240249,2089,0,19272,6723,6862,180,0,120,0,2.157,0.4633333333333333
Gen_Data_300_0.7_10_Run2,2393.26,19.94,19,6,9017.880852283875,15293.703749961047,2486,26,19293,6404,6741,180,0,120,6,3.952,1.1233333333333333
