ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run2,2376.72,19.81,14,2,5051.263666295972,14935.735082839468,1928,22,18376,5757,6062,180,0,120,2,3.288,1.0166666666666666
Gen_Data_300_0.7_2_Run2,2390.54,19.92,12,0,3059.1391686671536,15980.77436854383,1382,1,18878,6920,7191,180,0,120,0,3.573,0.9033333333333333
Gen_Data_300_0.7_3_Run2,2396.91,19.97,14,1,4101.03043243028,15157.447848807853,1734,5,18412,6775,7323,180,0,120,1,6.438,1.8266666666666667
Gen_Data_300_0.7_4_Run2,2372.44,19.77,14,0,3032.7323221882143,15380.12825465263,1946,0,18855,6297,6454,180,0,120,0,1.961,0.5233333333333333
Gen_Data_300_0.7_5_Run2,2409.85,20.08,21,1,4075.958481268086,15656.936028180666,1420,30,18584,6490,6940,180,0,120,1,3.914,1.5
Gen_Data_300_0.7_6_Run2,2400.14,20.0,11,2,5002.774335022978,15691.772177652207,1090,9,18289,6152,6275,180,0,120,2,2.068,0.41
Gen_Data_300_0.7_7_Run2,2409.34,20.08,15,4,7038.523584557201,15960.576066571584,1055,8,18522,6869,7326,180,0,120,4,4.167,1.5233333333333334
Gen_Data_300_0.7_8_Run2,2406.74,20.06,15,0,3065.594119622519,15601.972747709757,1038,32,18162,7495,7852,180,0,120,0,4.689,1.19
Gen_Data_300_0.7_9_Run2,2399.2,19.99,12,0,3054.6398543142536,15481.706175468677,1245,13,18255,6723,7008,180,0,120,0,3.527,0.95
Gen_Data_300_0.7_10_Run2,2392.73,19.94,20,4,7052.060257495399,15184.724962713359,1960,6,18661,6468,6917,180,0,120,4,4.349,1.4966666666666666
