ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,5173.67798327789,2
Gen_Data_300_2,5500.327461402959,2
Gen_Data_300_3,8268.20804579808,5
Gen_Data_300_4,5358.196894879162,2
Gen_Data_300_5,7245.41169982863,4
Gen_Data_300_6,7280.142304409144,4
Gen_Data_300_7,10441.109229441456,7
Gen_Data_300_8,8443.045590515354,5
Gen_Data_300_9,3370.3432229686196,0
Gen_Data_300_10,8360.801635837634,5
