BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,2100.076,6.668000000000001,10.2,54.6,57266.47218289187,11092.535327359397,7809.0,1.4,20160.0,5480.4,6033.8,0.0,0.0,300.0,54.6,7.125399999999999,1.8446666666666665,2562.6,295.2,5394.2
Gen_Data_300_0.7_2,2035.2899999999997,6.448,11.0,51.8,54394.93423342721,11319.127835230865,7580.2,13.2,20160.0,5322.4,5686.2,0.0,0.0,300.0,51.8,4.1782,1.2126666666666668,2693.2,298.0,4785.6
Gen_Data_300_0.7_3,1969.636,6.256,10.6,46.8,49455.79502811789,11376.627630344326,7486.2,26.6,20157.4,5636.6,6047.8,0.0,0.0,300.0,46.8,5.485,1.3706666666666667,2485.6,299.8,4461.8
Gen_Data_300_0.7_4,2065.944,6.562,7.0,55.4,58031.44609694893,10796.554650533031,8095.8,10.2,20160.0,5228.0,5780.2,0.0,0.0,300.0,55.4,5.8482,1.8406666666666667,2576.2,298.0,4995.8
Gen_Data_300_0.7_5,2217.432,7.037999999999999,8.0,62.6,65094.752805017364,10636.102054875602,8309.6,2.2,20159.8,5027.8,5343.6,0.0,0.0,300.0,62.6,3.9397999999999995,1.0526666666666666,2362.4,299.0,5237.0
Gen_Data_300_0.7_6,1999.7459999999999,6.368,13.0,49.6,52202.685663709,11184.691146081286,7701.4,8.0,20160.0,5447.8,5744.4,0.0,0.0,300.0,49.6,3.489,0.9886666666666667,2599.4,300.0,4665.8
Gen_Data_300_0.7_7,2165.592,6.872,8.8,60.4,62920.17452051134,11161.886907189913,7768.6,4.0,20160.0,5397.0,5781.6,0.0,0.0,300.0,60.4,4.8191999999999995,1.282,2631.0,300.0,4616.8
Gen_Data_300_0.7_8,2266.796,7.1819999999999995,11.0,66.0,68437.32847108028,10993.606270806154,7956.2,4.8,20160.0,5302.8,5652.2,0.0,0.0,300.0,66.0,4.0527999999999995,1.1646666666666667,2634.6,297.0,4745.8
Gen_Data_300_0.7_9,1906.9579999999999,6.066000000000001,11.8,44.2,46863.62921580778,10763.06387455258,8096.2,1.6,20160.0,5063.2,5332.4,0.0,0.0,300.0,44.2,3.7207999999999997,0.8973333333333333,2417.6,300.0,4513.2
Gen_Data_300_0.7_10,2228.332,7.074,11.2,62.4,64916.62393754694,11172.279723764177,7770.2,0.0,20160.0,5556.4,6007.6,0.0,0.0,300.0,62.4,5.546799999999999,1.504,2530.6,300.0,4721.6
