BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,1925.6739999999998,6.418000000000001,14.4,51.6,54304.82779535961,12382.782134406603,6443.2,9.0,20160.0,5477.4,6087.4,0.0,0.0,300.0,51.6,6.8118,2.033333333333333,4286.6,293.8,6039.4
Gen_Data_300_0.7_2,2014.574,6.714,9.6,62.0,64477.30727457156,12229.454963401977,6660.4,10.0,20159.2,5147.2,5389.2,0.0,0.0,300.0,62.0,3.6851999999999996,0.8066666666666666,4558.4,297.6,5344.0
Gen_Data_300_0.7_3,1856.048,6.186000000000001,10.2,46.6,49227.4895572921,12586.666260149026,6216.4,5.2,20158.2,5523.8,5793.2,0.0,0.0,300.0,46.6,3.6110000000000007,0.898,4187.2,295.0,4874.6
Gen_Data_300_0.7_4,2070.96,6.903999999999999,9.0,58.2,60759.63067691874,11650.135480922767,7202.4,10.4,20160.0,5128.4,5562.2,0.0,0.0,300.0,58.2,4.3322,1.4460000000000002,3871.6,296.8,5127.0
Gen_Data_300_0.7_5,2024.5340000000003,6.7459999999999996,11.0,59.8,62330.111173918514,11733.568923295297,7144.8,0.0,20160.0,5082.4,5473.4,0.0,0.0,300.0,59.8,5.1106,1.3033333333333332,3939.6,297.6,5844.0
Gen_Data_300_0.7_6,1845.8319999999999,6.152,14.4,50.4,53015.23715772787,12393.849789321821,6436.2,16.0,20160.0,5399.0,5758.0,0.0,0.0,300.0,50.4,4.1098,1.1966666666666668,4349.0,299.6,5272.8
Gen_Data_300_0.7_7,2131.704,7.106,12.8,63.0,65505.555567539785,12375.74036844506,6507.0,16.2,20160.0,5349.6,5793.4,0.0,0.0,300.0,63.0,5.5847999999999995,1.4793333333333334,4249.6,298.6,5503.8
Gen_Data_300_0.7_8,2187.0679999999998,7.287999999999999,12.4,65.8,68238.80717923553,12150.234660992224,6747.0,6.0,20160.0,5298.4,5620.0,0.0,0.0,300.0,65.8,4.0092,1.072,4227.2,296.4,5376.2
Gen_Data_300_0.7_9,1935.2760000000003,6.45,13.2,49.6,52185.774306335,11851.791871470195,6970.8,6.8,20160.0,4887.6,5131.0,0.0,0.0,300.0,49.6,3.2006,0.8113333333333334,3961.6,297.8,5223.6
Gen_Data_300_0.7_10,2110.036,7.031999999999999,12.4,62.2,64685.17506038718,12428.300528726422,6457.4,5.4,20160.0,5504.2,5877.6,0.0,0.0,300.0,62.2,4.93,1.2446666666666666,4350.0,299.2,4992.8
